participant_id,Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group_code,fuel-security_score,Income_Code,Lad_code_code,msoa_code_code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
3gjbh4oyq48iyu3pqsmdn6m6wsuj4llb,1,2,3,1,8,0,2,0,2,0,5,9000011,2000333,8,86.2,311.3581666,96.79696038
3hio0344m6tdxz763hi2mmj964ghxp7f,1,2,5,1,7,2,2,0,5,0,5,9000024,2000697,10,87.5,414.0255496,64.7356604
3k73feaepjt2juzchs3k73fmajvoz8tc,1,2,5,3,7,2,1,4,5,1,4,9000029,2000847,10,92.9,452.5629203,64.10579525
3kb1uy3ovqtr6mnj2sh3kb1umaqbj4lw,1,2,6,4,7,2,2,1,2,3,3,9000012,2000360,3,63.2,217.5237737,121.6670744
3m34m23axs6hiea34h3m34m23d0rw6iq,1,2,3,1,10,1,1,0,2,0,5,9000033,2000972,4,38.4,336.0770795,372.933205
3mvh2grtdk3mvp9088mwbad4t6le0jxp,2,2,7,1,8,2,2,1,4,0,1,9000011,2006930,5,78.2,491.4274889,96.79696038
3nw5dc4v1ldo5cpyx9r6e3nw5dg827cj,2,5,4,2,1,2,2,7,2,4,3,9000009,2000275,4,85.5,284.6181189,81.460788
3o3nhztq0mhb3o3n5rp1yl3u7t72mzd5,1,2,2,2,6,0,2,0,3,2,0,9000025,2000725,2,79.5,398.7856089,102.9492058
3qarst96ivccwb98k43qarso9vg9ls1k,1,3,9,2,8,0,2,0,4,0,0,9000013,2000388,6,79.6,312.277743,113.5974039
3qgk39bx6w4um6qauti3qgk3ro5e6cic,1,3,2,4,8,2,2,8,2,2,1,9000019,2000568,3,61.1,154.7604152,127.4397297
3ragot9tbxjlkndh3ragot9xsx3vxaoh,1,2,4,4,8,2,2,0,4,0,5,9000030,2006853,6,21.8,331.5757804,106.554188
3s2abu2pstqloar0783s2ab966riz6pe,1,2,8,4,8,1,2,1,2,2,2,9000028,2000833,3,64.4,126.4602794,112.8953553
3s4yrtvktl4fxwd3s0ik0es63w623hmu,1,8,7,1,6,2,1,0,1,0,2,9000006,2000145,2,89,208.8943907,69.34413948
3t10rqythf2ibvpgdh8zq3t10rqhxomb,0,8,6,4,2,2,2,2,2,2,0,9000007,2000171,5,78.8,290.839218,161.7785752
3twhoc8lxp495iukzxm0743twhoco43p,2,2,5,3,8,2,2,0,2,0,3,9000030,2000894,4,62.3,427.5065194,106.554188
3vuecju152jaelg3vu0ph47jpvjb51x4,1,3,6,2,10,2,2,0,5,2,0,9000003,2000058,8,85.7,248.8260142,71.52628694
3w20ho50powwz9d2bp3w20h2qocddgy7,1,2,3,3,7,2,2,0,2,0,3,9000014,2000415,3,92.9,176.8440395,110.3108459
3we8ts8aazyoy6so63we8w9y5jj3cxva,1,2,4,2,7,2,2,0,5,1,5,9000030,2000873,5,61.3,118.9556881,106.554188
3xaukkt7q81dvmysxw3xaukgh2wx7uq8,1,2,4,1,3,1,1,0,5,1,4,9000004,2000080,4,90.1,466.077237,64.46313682
3y1wvivfj157vmy3y1wvivr9jxtjiywk,1,8,4,4,5,2,1,0,2,1,2,9000017,2000510,6,91.6,1192.010409,77.02625332
3zrvy5d3dyzhj3wa3zrvyczhvbojthu6,1,2,5,4,5,2,1,7,2,3,3,9000030,2000881,2,70.5,176.4223562,106.554188
41duj4fjo6qkk6hyqqh41duj4sndm16r,1,2,5,1,9,1,2,0,5,0,5,9000009,2000256,8,74,373.1459577,81.460788
41jjnif9gpxj3zv0641jjni7pz8vn7yw,1,2,3,3,6,2,2,0,2,0,5,9000014,2000422,3,84.8,363.8873428,110.3108459
42xbdvyu6edgtzsr7eh42xbds2mk8jz4,1,2,3,3,8,2,2,2,2,0,5,9000025,2000729,4,95.1,183.4360178,102.9492058
45vvxm3106cninnn45vvx0aj1c0ibske,1,2,4,1,7,2,2,0,2,0,5,9000030,2000879,2,82.1,171.6109725,106.554188
463wk6i261e4ydq7cmds463wk6gvrd51,1,2,6,3,5,2,2,3,2,2,0,9000003,2000058,8,85.7,248.8260142,71.52628694
466gahha30wgq26m7d466gab5529muaq,1,2,4,3,7,2,2,8,2,1,3,9000014,2000411,3,82.2,288.5948053,110.3108459
46mx1qumbq9zeq46mxxc133t88g5tyj3,1,3,4,1,6,2,0,7,8,0,1,9000003,2000035,5,71.9,304.440093,71.52628694
47460lml1zlix8znm4746021sc0shby8,1,6,7,3,2,2,1,8,2,1,1,9000014,2000407,2,90.7,284.5751886,110.3108459
476sshm00ofvk2567476sshii2w7dh2z,1,6,4,4,7,2,2,1,0,1,0,9000005,2000126,2,70.1,166.2330792,89.33622132
477jjen646yhc81ypq477jje6gipegga,1,2,4,1,8,2,2,0,2,0,3,9000023,2000660,5,81.1,261.2882823,93.94595065
47bu2yst70uay2z47bu2ysiuhwilp5kb,2,8,9,2,3,2,2,7,2,3,1,9000013,2000384,4,68.9,334.0730551,113.5974039
47sv6jpsx2llke5q447sv688csufdsod,1,2,2,2,6,2,1,3,2,1,3,9000011,2000316,2,50.1,211.6155909,96.79696038
48f7duckxxuiqvb148f72wvjm6qnca2y,2,2,3,1,8,0,2,4,2,1,5,9000019,2000566,6,86.2,126.9061471,127.4397297
48i92ty6d2u9ufx569p79348i92ty922,2,9,5,4,7,2,2,0,0,0,1,9000028,2000831,3,79.8,380.1352283,112.8953553
49nyllod4znw7evc49ae3fo1bj1xl8dw,1,2,8,1,8,0,2,0,4,0,5,9000014,2000410,6,78.4,561.7243604,110.3108459
49rw38vrfxl1y49rw4w27u1gduatp6db,1,2,4,1,9,0,2,0,2,0,5,9000018,2000528,2,60,283.4253062,85.64933259
4a6gun45esiitom4a66z8hgr5wlflx78,3,3,5,1,7,1,2,3,5,1,2,9000030,2000887,3,68.2,215.1849939,106.554188
4a6mr5hti60d69ovg1gqv4a6st2vly1z,1,3,7,4,9,1,2,0,4,0,1,9000021,2000601,9,81.9,367.695889,73.10062573
4aecf9o2q9oxl4ft2as0r4aecf98ccy0,2,3,5,3,8,1,2,0,2,2,0,9000019,2000575,4,30.6,175.682866,127.4397297
4bd9w14p4io35loo53zbpj4bd9wg76r3,1,2,6,4,9,0,1,0,5,0,4,9000031,2000911,2,79.1,489.4121318,82.92437534
4bvz73feqy1a1pwq4bvz1194j8v9e1n2,2,6,2,3,8,1,1,0,2,1,0,9000013,2000374,2,92.4,244.8868506,113.5974039
4d1veu7i0jksx4d1vudfmvbophxp7jwn,1,2,4,1,7,0,2,0,2,1,3,9000009,2000241,4,87.1,415.9009826,81.460788
4d6r5l4n24fy5jar4d6ahsjfzx0jnczk,2,6,1,2,8,2,2,0,4,0,0,9000003,2000035,6,71.9,304.440093,71.52628694
4e00qhxxwiy8mi704ew0b4e00qhxj8gq,2,6,3,4,5,2,2,4,2,5,2,9000022,2000650,2,88.2,296.2617712,107.0192611
4ehpvxxzq6jflgxll2lx4ehpazuj55zx,1,5,10,1,4,2,2,0,4,0,0,9000016,2000475,10,74,379.057815,73.74327005
4f16f710d1gq9n14f1hf6wadiqmrgl7n,1,7,4,2,3,2,2,0,3,2,1,9000030,2000882,2,89.1,156.4309,106.554188
4fe6l4povorhahjt4feaoqcs8q7g4nzc,1,2,4,1,8,2,1,0,2,0,0,9000007,2000168,5,85.6,390.6371253,161.7785752
4fq4lo0rqj6p86nut4fqu573fqp6i4be,1,3,1,1,5,2,2,8,2,2,0,9000004,2000084,8,96,447.1174424,64.46313682
4g11ce6dld4446yp4g11ce6vn2hkh673,2,2,3,1,8,2,2,1,2,0,5,9000012,2000369,3,48.9,176.6483453,121.6670744
4j6ycdfw4abg5lihib761a4j6ycdfv11,1,2,3,3,8,1,2,0,2,0,4,9000009,2000268,8,90.4,199.8929388,81.460788
4j900efiraz0lyiwems54j900efi3vbv,1,2,2,1,6,2,1,1,2,0,3,9000007,2000180,7,70.4,204.7044497,161.7785752
4jt5flo7ucxt8yq7ppc62zd4jt5fkq3o,1,2,5,1,8,0,2,0,5,0,5,9000006,2000141,5,87.6,296.2050552,69.34413948
4k0yla4zj0qm0po2ja4k0ylut4a06ifl,2,2,3,2,7,2,2,0,3,0,5,9000003,2000051,7,73.4,265.4326667,71.52628694
4k3o7tcic52xnlkxm10pfo244k3o7tcp,1,5,12,4,7,2,2,0,4,1,1,9000015,2000456,8,92.4,846.0747864,61.22939836
4kcfy00rnijo2iqq04h64kcfy0lid1yf,1,7,5,3,7,1,2,6,2,2,2,9000030,2000876,3,67.9,156.9312955,106.554188
4l9m75z9pop3xw3u3ima4j4l9m75zfoo,1,3,11,4,7,0,1,0,4,0,3,9000005,2000112,3,80.1,370.2069804,89.33622132
4mfb6gtvp7ko1etn84mfb6gw6r16iz49,1,2,8,2,4,2,2,7,1,3,3,9000023,2000661,4,74.3,285.6464107,93.94595065
4mpkwjqrur1zcr8r6ev4mpkwjq1wxzqg,1,6,3,2,2,2,2,3,2,2,1,9000014,2000419,6,80.5,245.2240367,110.3108459
4mszg8eei9dvb0xks4mszg8e9ac9fuus,1,7,8,1,6,1,1,0,5,0,0,9000023,2000676,4,94.9,587.1728851,93.94595065
4o2ctgpe89xeic54o2cduib1jz9i3k3s,1,3,10,3,8,2,2,0,5,2,3,9000015,2000455,5,60.7,581.1251651,61.22939836
4pyc2lakmors8owhk4pyc2laqx6d19ua,2,2,4,2,5,2,0,5,6,3,3,9000007,2000171,8,78.8,290.839218,161.7785752
4q1cteht28b2mexqo2cm4q1ctelns4e3,1,2,5,1,5,2,1,0,2,0,5,9000019,2000569,7,72.8,192.1284982,127.4397297
4r1gkbh5k7kklyqmzoiv4r1gkbqqdj2o,2,7,10,4,7,0,2,6,2,4,0,9000014,2000414,3,98.2,248.1116787,110.3108459
4s7clnh79jx2zvjts1mg4s7cln9372gs,1,3,4,4,6,2,2,3,4,0,2,9000014,2000425,4,94.4,440.8991517,110.3108459
4sh70o7yuir6hx456454sh70ozinr7jf,1,7,5,2,5,2,1,0,4,0,0,9000015,2000455,3,60.7,581.1251651,61.22939836
4sqy28fkqjwux4sqy9uem0bur8c8tmcg,1,7,2,1,8,2,1,6,0,1,1,9000030,2000866,4,85,138.0746187,106.554188
4szixf6sz24fl5je0rb4szixs08j15ve,2,7,6,4,9,2,2,9,2,1,2,9000019,2000556,3,82,264.3229675,127.4397297
4t8p9tzazbybya0jagq4t8p99lkgdk80,1,2,6,4,6,1,2,0,2,1,5,9000033,2000979,4,46.3,319.8557635,372.933205
4tk5yk3jjplup3kv1dxf4tk5yk3j4pzk,1,2,4,3,7,2,1,0,2,0,3,9000030,2000865,3,66,234.076186,106.554188
4tkwmtz42a9xk8sb4tkwmvphsf1bmq7t,2,5,13,4,10,0,1,0,3,0,1,9000011,2000326,2,86.7,620.0175106,96.79696038
4trovxzo6eiz0cha4mkx4tro234r4ygo,1,2,2,3,7,2,2,5,2,0,3,9000013,2000388,4,79.6,312.277743,113.5974039
4w0gzwc578x6hd4uhwh2fxr24w0gzwon,1,2,3,1,8,1,2,0,2,1,5,9000014,2000430,6,83.5,478.9911174,110.3108459
4wx3590c9miodqj0q4wx3595wwkw5ji5,1,7,10,4,7,2,2,0,0,0,1,9000028,2000807,7,76.9,225.6173672,112.8953553
4zmdwcaormnr7y4zmhpybrwo9n8a3kh4,2,2,4,1,9,0,2,0,2,0,5,9000026,2000768,8,94.6,238.458294,78.28836493
50h6k6n91tt3ima1050h6ksgdkoc23bm,1,3,4,1,10,0,2,2,2,1,2,9000003,2000049,2,74.5,406.252765,71.52628694
50js5gywhc16nri818rnl50js5gyubng,2,3,1,4,6,1,2,5,1,1,1,9000008,2000225,3,94.4,356.0865478,87.80214462
519sxov2biaj2kk4451mc5nhyes2fxma,1,2,5,1,8,2,2,0,5,0,5,9000028,2000835,6,78,243.8868845,112.8953553
51uzs1t56hjb12vbvuw51uzb65f2uhrb,3,2,3,4,7,1,1,1,2,0,4,9000008,2000213,2,70.3,785.8384288,87.80214462
51w6zd86kyz2ginbjr1dby51w6zderaa,1,2,6,4,6,1,2,0,5,0,4,9000008,2000219,9,93.7,522.7960191,87.80214462
52512rkuxrvpx0d7nvrpxk52512r908u,2,2,6,1,7,2,1,0,5,0,0,9000009,2000276,5,90.2,360.3959185,81.460788
529yt2nb7y2raw529yqnib0n0y2lbymj,1,2,3,3,6,2,2,0,2,2,0,9000013,2000376,3,86.4,281.0785545,113.5974039
52wnick1wlyf58tzn852b0wj55fwki1j,2,10,2,2,7,2,2,1,1,0,0,9000028,2000822,3,57.7,138.2928694,112.8953553
53zcuofkmqbigl9w1ot53zcexddzusld,1,2,5,4,7,2,2,0,2,0,4,9000007,2000190,6,39.3,150.6455461,161.7785752
54oennmsb1j37gc3epm54oennm4e3mkk,1,3,9,1,8,0,2,0,5,0,0,9000026,2000759,7,83.7,295.4623519,78.28836493
56q6dtseg5gvgrbvj7cw7r56q67acwsk,1,6,3,3,6,2,2,3,2,0,0,9000022,2000620,6,60.4,166.2824342,107.0192611
57dcsql6a5lhy1hw257dcsqro2w4zd1e,2,2,5,4,10,0,0,0,2,0,2,9000022,2000628,2,70.5,171.9783644,107.0192611
57gajd1dd692xymhn57gajd1turmgp6r,1,3,10,2,7,1,2,6,1,3,3,9000017,2000519,3,82,258.8864942,77.02625332
57u1b6ppo9twwqk7jg57u1s34mkzmcsl,1,5,13,1,9,0,2,0,2,1,1,9000009,2000268,8,90.4,199.8929388,81.460788
589doa88l21b19ebsn589doqt5jdlzpm,2,2,6,4,5,2,2,3,5,1,0,9000014,2006794,1,73.2,400.3883994,110.3108459
58i4syyf6wzcchtezd1v58i4syyfo1p0,1,7,3,1,9,0,2,0,2,0,4,9000019,2000567,4,88.5,210.4077596,127.4397297
58jeibdget259j58je0j5boxjb6v80kn,1,2,7,2,5,2,2,0,5,0,0,9000032,2000956,2,80.7,325.2688033,75.01260027
5ae6679zmhg1u65t5ae66796b5uczti2,2,2,5,4,6,2,2,9,3,6,3,9000007,2000168,6,85.6,390.6371253,161.7785752
5ai7w5dq1a59z05ai7yn97asqmyhzjyv,1,8,10,2,9,2,2,2,4,2,3,9000008,2000234,4,83.5,671.3311741,87.80214462
5bzftw4137slm5uih5bzfi5zjimc5lrt,1,7,5,4,2,2,2,9,2,2,1,9000022,2000638,5,80.1,217.2005439,107.0192611
5cvljw3o53mxn3nr5cvlaj5s0cubwfpa,3,7,2,4,7,2,2,9,1,0,1,9000024,2000709,9,99.1,273.946818,64.7356604
5d5c6qw3kc0uayk8pe8cb5d5c69ysli4,2,3,5,4,10,2,2,3,2,1,1,9000032,2000938,4,52,380.0074949,75.01260027
5dlbhwifz52u8c2h34j7v75dlbhoc3u4,1,2,7,1,8,2,2,4,5,1,3,9000018,2000543,3,70.4,416.4443602,85.64933259
5ehxjzddxczt3s9ujglh5ehxjzjqdxf4,1,7,6,2,5,0,1,3,4,1,1,9000013,2000375,4,81.1,225.7725295,113.5974039
5elj5k3rbhscwzqo5d5eqwgnj0wjuhmy,1,2,3,3,8,2,2,0,2,0,0,9000030,2000888,5,52.2,157.773891,106.554188
5eujl8h9hfc6k33wt1sh275eujla5cv7,1,7,3,2,2,2,2,9,2,4,2,9000004,2000070,5,94.2,723.0452415,64.46313682
5ex02o5x6b8uctporq86lt5ex02em9hn,1,6,2,3,8,2,2,0,2,0,0,9000033,2000969,2,35.8,406.4771433,372.933205
5gk4nnjvqf7yop07pgx5gk4o6ku9sejj,1,2,4,4,6,2,2,3,2,2,3,9000005,2000110,5,93.5,356.7285953,89.33622132
5jblceqgcyxouk1mo3rypnxt5jblce8s,1,5,10,4,8,2,2,8,0,0,1,9000032,2000945,4,74.2,220.0506887,75.01260027
5jehhe8lq9f7z5rz5jehhe8gm566u7m9,1,2,8,4,6,2,2,0,5,1,4,9000032,2000947,9,94.1,408.8610641,75.01260027
5jmgutuvztlgdu154igu5jmgutuav3jb,1,2,6,1,5,1,2,2,5,0,0,9000019,2000555,6,86.5,219.2024218,127.4397297
5jxo09j9xvsmp13e5jxoc3rlli1xuin8,2,2,5,4,10,0,2,0,2,0,5,9000019,2000572,2,63.9,125.960639,127.4397297
5kf2fsm7t8swr2v50ptvt5kfo2qkun6c,1,2,7,2,6,0,1,2,3,3,2,9000008,2000210,4,91.7,315.5258907,87.80214462
5lh1trkoj3lniaxd2ikv5lh1tr2q7i2a,1,2,2,3,7,2,1,0,2,2,4,9000013,2000388,4,79.6,312.277743,113.5974039
5mdbrc1wtk5g5ecqtyu5mdbrk5knw9a4,1,3,3,3,7,2,2,8,2,3,2,9000033,2000964,3,87.5,271.3382244,372.933205
5mi5vwj99pv8wx0zwck5mi5vbt8mqu1h,2,8,4,4,5,2,2,9,3,3,1,9000022,2000626,2,71.8,213.9008596,107.0192611
5nr5hjffwk482qu823aj5nr5hjfkmwcl,1,2,6,3,8,1,2,0,2,0,4,9000012,2000355,3,90.5,330.4398558,121.6670744
5nz8xi3agwlp5nz57it7g37i9hrmigag,2,8,9,4,2,2,1,5,1,3,1,9000018,2000526,8,88.8,289.9662852,85.64933259
5o1c51bd96knukvzq05o1c50eybu69l7,2,2,3,1,8,0,1,4,2,2,3,9000016,2000476,6,62.2,315.4970591,73.74327005
5oz5sc45zofqc2cnmyqdoxd5oz5sc4q9,2,7,5,1,5,2,2,9,6,2,2,9000033,2000977,8,39.8,209.305753,372.933205
5phfnld3f5ewdtsdc8ok5phfnlzjte6y,1,2,7,4,3,2,2,7,2,1,1,9000007,2000191,6,41.7,461.1116671,161.7785752
5q1eayvn0pp9ane1wo5q1e7k70tcguqg,1,7,4,3,7,2,2,6,2,3,2,9000014,2000417,9,90.6,411.985854,110.3108459
5qnrbkmwffeeolpto45qn2jv6fvzq1ci,1,2,4,4,7,2,1,3,5,1,4,9000008,2000213,3,70.3,785.8384288,87.80214462
5rg15iwkvlinqy5rguj9mjyq20u0l8y7,2,2,5,3,4,2,1,7,2,2,3,9000014,2000423,4,89.4,346.1284687,110.3108459
5sa9akeyr3bmqeiq5sa9akci906yktq5,1,9,6,2,1,2,1,7,3,2,1,9000013,2000375,2,81.1,225.7725295,113.5974039
5se0hf018gytaxhh5se0hs6b8ktoweja,2,2,2,3,8,0,2,5,2,2,5,9000012,2000371,5,29.9,320.0387026,121.6670744
5sgju70ht9ktfyuhzibktwkk5sgju5wg,2,2,2,3,8,2,1,6,2,2,2,9000012,2000351,3,87.6,224.5906916,121.6670744
5shv8vi4g23qlo1bsycs5shv8vz4ejek,2,8,9,1,7,2,2,2,1,3,0,9000005,2000109,5,39.5,247.7371591,89.33622132
5swf1wwekj0rm7zekvl5swf1wo2q5huv,1,7,5,1,5,2,1,6,2,1,1,9000019,2000568,3,61.1,154.7604152,127.4397297
5u9fknfdywwedo7qvm5u9fktxrqakoyg,2,3,6,3,5,2,1,9,6,5,1,9000031,2000909,5,85.3,463.04609,82.92437534
5wltzg8j9bcqdcva55wltbumnaco5c40,1,2,3,1,7,0,2,6,2,2,2,9000030,2000884,7,36.1,231.9022499,106.554188
5wmpjj0q01uu95wmpj038l8il4kil8lc,2,5,7,4,7,2,1,0,3,0,3,9000019,2000561,5,86.7,253.1848485,127.4397297
5xz1mlsgl4dqwo5vkc5xz1mg1yd1r38j,1,4,12,4,7,2,2,0,4,1,1,9000032,2000937,9,94.5,278.4041501,75.01260027
5z8q7dp5rj75zkftzzjhe7yfnpr0jqr2,1,3,5,1,7,2,1,0,5,0,2,9000017,2000506,7,92.8,887.1732436,77.02625332
5zli9kpf838v555zli6wolvif223w8ng,2,7,7,4,6,0,2,1,4,2,1,9000014,2000413,9,90.9,431.9664867,110.3108459
60f3ehhboad4nthyq3e60f3ehszuluu2,1,2,3,3,8,2,1,0,2,2,0,9000012,2000359,3,93.7,557.0235265,121.6670744
6220ae12lnwdcp01urh6220ae15d9ddk,2,2,8,2,9,0,2,0,5,0,5,9000009,2000272,6,96.7,331.2468311,81.460788
62qo697n4bd8br2r2nbm6d62qo697n8n,1,7,3,4,6,2,2,3,1,4,4,9000007,2000190,6,39.3,150.6455461,161.7785752
639st8icqkfn86f7iljo639st8q5ubsl,1,6,1,2,5,2,2,0,2,0,2,9000029,2006836,10,93.8,661.5517966,64.10579525
662jydngkblgoif5iw7662jyd1cg8rwr,1,3,10,2,5,1,2,0,5,1,1,9000028,2000835,6,78,243.8868845,112.8953553
668txl4fvmqsz9b07n3668txlkdhfbt0,1,2,4,4,6,2,1,7,3,2,3,9000032,2000945,2,74.2,220.0506887,75.01260027
66bn6i0q9nlymxu66bn6rsnnaaihioap,2,2,3,2,6,2,1,0,0,0,0,9000023,2000664,3,56.8,273.105102,93.94595065
66clwq6oc28sofqqs66clwqaiwixqqh3,1,8,6,4,5,2,1,4,2,1,0,9000007,2000173,7,71.8,554.1735695,161.7785752
67aygr4c6ictxu8vub67a89c3r1ls5uy,1,2,4,1,8,2,2,0,5,1,5,9000010,2000284,6,85.1,480.4077777,92.56137265
6a6x2zv5o7to43veccggmay6a6x2zv9q,1,9,8,2,4,2,0,8,4,4,1,9000018,2000544,7,97.6,401.8450537,85.64933259
6a9omqfdeoyioej9gisk6a9omq7sz5rf,1,2,3,2,7,1,2,0,2,0,5,9000024,2000698,10,92.8,428.3587502,64.7356604
6c54luj52dcux36j56c5grzp8nte741q,1,2,4,2,8,2,2,0,5,1,5,9000008,2000216,8,65.6,445.4240359,87.80214462
6d6f1sx5vzuvxnwdzx6d6f1007pem4my,1,2,3,1,9,0,2,0,2,0,5,9000026,2000764,4,86.6,416.2383848,78.28836493
6dn805j54q0z6ruf26dn805aw881zl7x,2,8,8,4,6,2,1,0,3,2,0,9000020,2000589,4,84.3,372.0255145,144.3589814
6dtenmymihgissu7rlc6dtesdsrjrwom,3,2,5,2,4,1,2,5,2,4,5,9000029,2000840,2,96.4,317.2234659,64.10579525
6e9xg2rbv5yxl3zgy8ct6e9xg255qom1,1,3,7,1,6,2,2,0,5,0,0,9000019,2000566,6,86.2,126.9061471,127.4397297
6ejh5ob84r4msroi6eez0cz9sq3grc8m,1,6,4,1,9,2,1,0,5,0,5,9000028,2000814,9,63.7,281.3305854,112.8953553
6feallrhf342vudl856fealy876afu1y,1,4,3,1,8,1,2,0,5,0,4,9000002,2000020,3,91.4,419.7221256,96.13295825
6gyv0e08jer0jq6hdv52o6gyv0eafxyi,1,7,5,3,8,1,1,6,7,4,0,9000031,2000921,3,87.2,211.0273131,82.92437534
6hli16txp181jup56hlii7798mhmfq1e,1,2,3,3,9,1,1,2,2,0,5,9000019,2000557,1,86,377.2491965,127.4397297
6j02wawydaafx45j46j02wawquf5w94x,1,2,5,1,3,2,0,8,2,2,0,9000014,2000421,2,76.6,186.3648458,110.3108459
6jk7ygukyg6jk7w09okbc90fj15e68d8,1,7,9,4,1,2,1,9,1,4,0,9000022,2000644,5,89.2,340.7671215,107.0192611
6kj9uao5rhkzxugk3v6kj9u3tj3h3nkv,1,2,3,4,4,2,2,1,5,0,5,9000003,2000034,6,78.6,415.670398,71.52628694
6kronnzffglnxho96kronnzpr87qe4yl,1,2,9,4,9,2,2,0,4,0,0,9000029,2000845,9,89.2,361.6728254,64.10579525
6nrajwfqg3lrhr2d006nrajwrlfnybvf,1,12,3,3,8,2,2,0,5,0,0,9000022,2000637,4,88.5,253.4019849,107.0192611
6oad7xqswuavf8968fkv8856oad7xnc9,1,2,6,1,10,0,1,0,2,0,5,9000023,2000673,5,86.1,322.5377849,93.94595065
6oi629oydsjzpqkljt3j6oi629ap3c8p,1,2,3,3,7,2,1,1,2,1,5,9000030,2000889,5,57.5,167.3391426,106.554188
6rc60ad48eocg626nj6rc6rd1orfh2fu,3,5,9,3,7,2,1,4,2,0,0,9000023,2000676,4,94.9,587.1728851,93.94595065
6rrvjhv8f6j7hwg20y6rrvjhv1i0lpwc,2,5,8,4,9,2,1,6,3,0,1,9000009,2000240,4,75.7,448.5867734,81.460788
6s5m3qg0ttceey6s5m3xth1c2d1e39wl,2,2,5,1,6,1,2,0,5,1,4,9000031,2000909,5,85.3,463.04609,82.92437534
6sntht6lkzmyhg3gi43zz56snthwuqoa,1,2,4,4,8,0,2,0,0,0,5,9000028,2000823,3,70.6,150.3721995,112.8953553
6u860nyps0pgsrpaaj66u86jcndfzqr4,1,9,9,2,3,2,1,0,4,0,5,9000010,2000304,9,95.9,282.676841,92.56137265
6upv7mudwmuqrt5n6upmea42ftbpkqml,1,2,4,1,8,0,1,3,2,2,5,9000030,2006854,9,15.9,267.3949662,106.554188
6v02wi831az0fd16v02wirgzer49werc,1,2,2,3,8,2,2,8,2,3,2,9000023,2000655,3,73.1,168.2700195,93.94595065
6w4i4xdazi6mlvq26w446k2xxep28knt,1,8,2,4,8,2,2,9,3,4,1,9000012,2000369,1,48.9,176.6483453,121.6670744
6wcxcmj2124mu466wcxcqewfn0h2s8wq,1,3,4,1,8,2,2,0,5,0,0,9000004,2000086,8,97,234.7493332,64.46313682
6wgrslbhtrn7rjq6wga8zz2p3vto5yck,1,7,7,1,4,2,0,9,1,3,0,9000014,2000409,3,58.2,130.6531827,110.3108459
6yb7ua1a6bwrznf5mwnc6yb7ugm8ckbd,2,2,7,1,6,2,2,0,5,0,0,9000003,2000024,9,87.3,320.5135889,71.52628694
70rh6l6r3fptxx0wza5970rh6l6fxcss,1,2,4,3,6,2,2,0,2,2,5,9000011,2000334,4,88.8,397.9618259,96.79696038
70wm2l2m715ibdzcbwm9xj70wm2l2mnj,2,2,3,1,8,2,2,0,2,0,5,9000032,2000923,6,48.3,225.3310232,75.01260027
71e3t2shcau2dwjfg7p71e3t2yco7mun,1,2,3,4,7,0,2,0,5,0,4,9000022,2000642,3,86.1,515.3137583,107.0192611
71kxve6q39b9vwuoc9g71kxve61msh5o,3,2,4,4,7,2,2,3,5,0,4,9000011,2000327,3,85.9,387.7488934,96.79696038
72k8ws51zet1vk83y9a272kams15bnm4,1,2,3,1,7,1,2,0,2,0,3,9000007,2000170,4,90.3,388.9405611,161.7785752
72tybyj8zye9h33y72tkvv29em0s1ie4,1,2,4,2,8,2,2,0,0,0,0,9000003,2000031,10,74.8,402.8867281,71.52628694
73xdvnwmr2w3rn3kl773xovdbwn1p0to,1,3,8,2,10,0,2,0,4,0,0,9000026,2000781,6,94.2,287.7984998,78.28836493
747quifcrtdwczj747qu40z4hn092s9t,1,2,8,2,6,0,2,0,5,3,2,9000005,2000117,3,86.7,427.6443798,89.33622132
74sgjpebqx78swqmrb74sgjpkc6g4k07,2,2,5,3,8,0,1,2,2,0,2,9000016,2000465,2,93.7,257.5870392,73.74327005
74t1rb818a6674t1r4iytao7sfbd0g74,1,5,11,1,10,2,2,0,4,0,2,9000015,2000438,3,82.7,1320.024687,61.22939836
755g96crhi8dq0z8v8755g96vscjqca7,1,8,8,2,5,1,1,7,2,2,3,9000010,2000296,6,69.2,540.8561438,92.56137265
77o816dhfx2vmq7iwri77o816wnvsuyb,1,9,5,1,8,0,1,0,4,0,3,9000033,2000974,3,39.8,309.1202122,372.933205
79vah0w500fd79vahr84hsa2ir2l7yw1,1,2,5,3,6,2,2,2,2,0,0,9000030,2000891,6,48.2,272.7341456,106.554188
7a4l6dvk36iixdami7a450hzd2vkiiyy,1,2,5,4,8,2,2,0,2,2,4,9000027,2000797,9,85.2,302.3566345,59.12433069
7bg3q4dc8dmb499rw007bg3q4dmyjc3b,1,3,8,4,7,2,2,1,2,1,0,9000020,2000584,8,83,249.9183048,144.3589814
7dg5waq6ypiu7hgsjp0p7dg5wab4on5h,1,2,3,3,8,0,2,7,2,0,3,9000024,2000700,7,78.9,321.3111848,64.7356604
7dq4pn3ryvwqsc7dqzdiutfth1ahmtoi,2,3,6,4,8,1,2,0,5,0,5,9000011,2006928,6,29.7,251.602269,96.79696038
