participant_id,Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group_code,fuel-security_score,Income_Code,Lad_code_code,msoa_code_code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
tjakbahz8h4d4gwg9tjak3uq6mi337tc,1,7,5,4,5,2,2,3,1,1,0,9000012,2000360,2,63.2,217.5237737,121.6670744
tk6dorpn1iun3516c22gophtk6dorvtn,1,9,5,1,7,1,2,0,2,0,3,9000025,2000745,4,95.2,268.27676,102.9492058
tkhv7t2szzyb8fctkh41x37wsu0hbopc,2,2,5,3,2,2,1,9,2,1,3,9000017,2000520,3,82.5,362.4532985,77.02625332
tkn1ellanxulinksz81stkn1el9ha41a,1,6,3,4,7,1,2,5,2,1,0,9000025,2000729,4,95.1,183.4360178,102.9492058
tlpfb36gz8x53s7v8co8zptlpfb36gz4,1,2,3,1,8,0,2,0,2,1,0,9000031,2000907,3,48.2,476.5814879,82.92437534
tlq5cogvq5816g9etlq5cdlkq6hijxm5,1,2,2,2,7,2,2,5,2,3,1,9000031,2000921,2,87.2,211.0273131,82.92437534
tm42huak8kp2kfctm42te59dyihy9d30,1,6,2,3,5,2,2,5,2,0,1,9000013,2000387,4,66.5,411.0264496,113.5974039
tn24trrlqdmi7fjxwyuntn24vtl07ydx,2,2,5,1,7,0,1,0,5,1,4,9000023,2000677,3,93.9,509.8237795,93.94595065
tn7f0vrv4aeptnmjzme2qbi56mjzs3ph,1,8,3,4,3,2,2,9,3,4,1,9000029,2000851,4,56.7,296.8690482,64.10579525
tni47hl74purzri5k348tni47j9zgovd,1,2,3,3,7,0,2,0,2,2,5,9000032,2000951,6,77,479.5016372,75.01260027
to1k1r4qnejohvk2gal3to1k1e3hb3fl,1,2,10,4,8,2,2,4,3,0,2,9000007,2000168,6,85.6,390.6371253,161.7785752
to2s4s42yc56tju11io1pj0to2s4s429,2,2,4,3,8,2,2,0,2,1,4,9000025,2000726,3,55.7,313.6281544,102.9492058
toon7kdc2trygt4ooxtoon7v2jog7jor,1,2,2,3,10,0,2,0,2,2,3,9000007,2000180,5,70.4,204.7044497,161.7785752
toygopzghim4mt5kw2hktoygopse9ig0,1,2,2,1,7,2,2,0,2,0,4,9000030,2000867,4,74.6,289.413251,106.554188
tozoionoyx79qsvcfwztozoioi48j1wt,1,3,5,2,7,2,2,1,4,3,2,9000014,2000432,3,92.8,298.0391837,110.3108459
tpatx5u7x53lw9m9yrxjtpatx5ut50an,1,2,4,1,7,1,2,0,2,0,5,9000019,2000564,5,62.5,228.9779782,127.4397297
tqjcwim10tpc2za5hptqjcwi45xol358,1,2,4,4,8,2,2,2,2,0,3,9000028,2000813,3,56.6,198.3131996,112.8953553
trif3mbm3c1mb00n8trif3sjo83zt4jt,2,2,3,1,7,2,2,0,2,1,4,9000025,2000726,3,55.7,313.6281544,102.9492058
tritd1n3id3y990xiw2ytritd1h6yev2,1,6,3,2,8,2,1,6,1,2,1,9000025,2000726,3,55.7,313.6281544,102.9492058
tsv0rtj16qatg0njozotsv0rtjrxfp3k,2,2,6,4,7,2,1,0,5,1,4,9000010,2000284,8,85.1,480.4077777,92.56137265
tt49tsd61lze7ass3yjodm745tt49tsd,2,6,1,3,9,2,2,4,8,0,1,9000012,2000363,2,64.5,269.8912839,121.6670744
tu5jnznx1p2r292mwstu5jnkf2sr1xz1,2,7,8,4,3,2,1,8,2,0,1,9000030,2000889,5,57.5,167.3391426,106.554188
tur295re3hfu0lwrturcd91j4bt6uon3,1,2,5,4,6,2,2,1,5,1,4,9000032,2000932,6,58.3,372.8135629,75.01260027
tvdnn6n9hdts8tgbvtvdnn67v6zpolp0,1,2,5,1,7,0,2,0,2,0,4,9000007,2000170,4,90.3,388.9405611,161.7785752
tvv6pbdv6sfsklg0tvv6r4j05x2vt4n1,1,2,6,2,8,2,1,6,1,1,3,9000025,2000740,3,91.2,402.4164668,102.9492058
twdj2qlpqj01fjatw8qi5spabpf0b6ii,1,2,4,2,8,1,2,0,4,0,5,9000032,2000943,6,79.8,401.5871924,75.01260027
txzhzyzs9u18pwkttxzhz0ih21zju00d,1,2,3,3,6,2,1,0,2,1,4,9000032,2000957,4,88,566.555378,75.01260027
u09rgz6xxrbpfnu09rc6gcx84iy9vvo5,1,3,8,1,9,0,1,0,4,0,5,9000010,2000305,7,92.3,794.3239035,92.56137265
u0dpi0dolara3v3zy2u0dpi0qh1a33ic,1,2,4,3,1,2,0,6,2,2,2,9000023,2000667,4,96,340.3336151,93.94595065
u0qe9mjvcbg7m7v15umu0qe9m1li2qry,2,3,2,2,6,1,1,1,3,2,2,9000028,2000815,1,41.5,100.4428144,112.8953553
u14fys7jwrx6bvqp8nu14fys1kqakl9i,1,12,10,1,6,0,2,0,4,0,0,9000031,2000906,4,95.1,341.0629634,82.92437534
u3j2ow60xwwduewvrou3j2og0nuayhw3,1,2,4,1,9,0,2,1,2,0,4,9000025,2000747,2,49.7,490.7903548,102.9492058
u3kg2o9fch63arveu3kgjbqawm13jkiu,2,13,3,1,7,1,1,6,2,0,0,9000028,2000809,5,28.8,249.6176863,112.8953553
u4e1u61n58tri6p3eu4e1u9kev9wruof,2,2,4,2,3,0,1,0,0,0,0,9000008,2000236,8,95.3,805.2251128,87.80214462
u5ejo86sxt75u5eskns9sbs9pzl8r02q,1,2,6,1,7,0,2,0,5,1,5,9000014,2000416,3,68.5,249.6918473,110.3108459
u5gw6s8l64fe7zq8j9be8u5gw6jd3g0d,3,2,3,3,10,2,2,1,2,1,3,9000030,2000867,5,74.6,289.413251,106.554188
u8hjm9q7sszrd4jjw8du8hjm9h2iyv6h,1,5,11,4,7,2,2,8,1,5,1,9000019,2000570,6,88.4,195.1597373,127.4397297
u8mccq5cvfx7djlu8mccqlcnib3rj3uh,1,2,4,1,8,0,1,0,2,0,4,9000014,2000418,8,87.2,180.0437419,110.3108459
u8xqptrlahmf8768u0xu8xqpt3sqx6p6,1,3,4,4,7,1,2,3,3,2,3,9000022,2000631,3,91.8,239.2899842,107.0192611
u90azpvyt4yxjazu90azpti50jqvrivl,1,3,3,4,5,2,2,2,2,0,1,9000023,2000677,3,93.9,509.8237795,93.94595065
u9tc122tpa2hbgqx56znu9tc129gzjjw,1,3,6,1,10,1,1,8,2,5,2,9000014,2000404,2,73.8,246.155859,110.3108459
u9vappcjdcvit8a81gu9vapjncix7bg8,1,2,4,3,7,0,2,0,2,2,5,9000023,2000685,2,78,249.4424465,93.94595065
u9wsg4z494yr4urjbfv14u9wsg4a95gb,1,2,8,4,6,2,2,0,5,0,2,9000012,2000368,2,71.5,148.0816264,121.6670744
ub7yf9qrf2jonxr2fkuol3ub7ymuasf8,1,7,5,1,5,2,2,1,2,2,0,9000023,2000670,2,94.7,199.5284734,93.94595065
udixann1pxjn6hml60fudixaw4cblb0n,1,2,4,3,8,1,2,2,2,0,3,9000012,2000360,1,63.2,217.5237737,121.6670744
ue5xj9m5xvdw94xtjozdc9ue5xj9mabi,1,2,5,1,7,2,2,6,4,2,4,9000018,2000551,3,76.9,287.6973546,85.64933259
ufkhu408j56pjtmtr51rufkhu408d5yw,1,2,3,2,5,0,2,0,4,0,5,9000010,2000284,5,85.1,480.4077777,92.56137265
ufv5yztq5bal01cbgzufv5y2fmj2bpju,1,2,2,2,8,2,2,0,2,0,3,9000030,2000891,2,48.2,272.7341456,106.554188
uinec0qu00emoyuo1vfvuineclc9nvza,1,3,6,4,4,2,2,0,4,0,2,9000019,2000569,7,72.8,192.1284982,127.4397297
uionsunvnp9e1q8visuionsbuo0z42fx,1,3,8,4,6,2,1,7,2,2,1,9000018,2000526,9,88.8,289.9662852,85.64933259
uiwyjw5yr4fypy27uiwbzrvehyc91is8,2,2,2,1,10,2,2,5,7,0,1,9000030,2000866,5,85,138.0746187,106.554188
ujq2l00bo4gtn0bej5ujqebv2jes56i5,2,2,4,1,9,0,2,0,2,0,3,9000030,2000888,2,52.2,157.773891,106.554188
ujtfud8rhf69kujtfulxsnn3y0ymuj7m,2,2,4,1,8,2,1,0,2,0,3,9000030,2000878,2,42.2,285.2304662,106.554188
ukg2v2j2w3r6cwb297p67ukg2v1zqfcb,1,2,3,1,9,1,2,2,2,2,2,9000005,2000123,1,86.5,375.4397862,89.33622132
ul5pdbvkil2vjfxn7rhul5pdbvqd9sof,1,2,3,3,8,0,2,0,2,0,5,9000019,2000569,4,72.8,192.1284982,127.4397297
ulfytcvuxb7gzzl9d6ulfyg8c3vyito8,2,3,8,4,8,0,2,1,2,2,2,9000032,2000923,6,48.3,225.3310232,75.01260027
ulr7ybc4sxhil2v8ulr7yb0qcov7ndz4,1,2,4,1,5,2,2,0,2,0,5,9000009,2000250,8,83.2,237.108389,81.460788
um11h1j791y1hsneum11h1eml5ozm5jn,2,2,5,1,7,1,2,0,5,0,5,9000024,2000712,3,95.4,364.9575037,64.7356604
um4whr4g5qfqwlon8boalum4wh1my77l,1,5,11,1,9,2,2,0,4,0,2,9000018,2000542,4,76.4,435.2686482,85.64933259
uo42ryk6kttfdhqsf1uo425odjh826tb,1,2,4,4,7,2,2,0,4,0,4,9000007,2000181,6,90.1,659.2398354,161.7785752
uoh7zt8tjhqi4set6rsuoh7zzwjfkhp3,1,2,4,4,8,2,2,5,0,2,0,9000005,2000104,3,85.9,454.262596,89.33622132
uppgiwey836z4dkcxbwuppgi08wszfiz,1,2,9,2,8,0,2,0,1,0,4,9000008,2000199,5,97.5,165.4071761,87.80214462
upzz79872rxrxupzzwyzff2n7w4gbjzh,1,2,9,1,8,0,2,0,4,0,3,9000017,2000494,6,89.2,954.7675668,77.02625332
uvw2sd28elik4l3bnuvw2sd1emcdocnb,1,2,4,4,6,2,1,0,2,0,5,9000007,2000172,4,66.1,286.3614256,161.7785752
uw951vd271ryud7dxuw95nsi0e3ln1r7,1,2,8,2,8,2,2,0,4,0,4,9000008,2000210,5,91.7,315.5258907,87.80214462
uwm2e2cip77jbxuwmdr5hqzwc8rrk3ji,1,7,6,4,5,2,2,9,2,5,1,9000026,2006800,4,89.5,408.4313626,78.28836493
uwunawjxgb7nimweuwuna6r7cz8fxk4d,1,2,3,1,7,1,2,0,5,0,5,9000016,2000467,2,93.7,557.6200615,73.74327005
ux53p8u49htkad8rfoux53p8u29jepqo,2,8,7,4,3,2,2,9,3,3,1,9000019,2000576,4,19.8,312.8679601,127.4397297
uyohb7fexwbjyuuyohskut4bvxokqvjt,1,2,7,2,9,1,1,0,5,0,3,9000022,2000633,2,84.9,238.6198735,107.0192611
uyox4k7bdfy93jf2zakuyox4kn3f5jax,2,4,8,1,8,0,1,0,2,0,5,9000007,2000177,8,56.3,345.1142981,161.7785752
uz1hbxo492ozbhvycuz1hbp92f4fptfk,1,3,6,1,8,1,2,4,2,2,1,9000014,2000403,4,93.6,163.4975662,110.3108459
uz9l2u4pv0ril12tuz9l23du3zmr7rr3,1,2,5,1,8,2,2,0,5,0,4,9000028,2000832,3,85.1,286.2944783,112.8953553
uzv6cant6k23eqqsgzluzv6ca67n2vef,1,7,4,4,7,0,1,3,2,0,1,9000007,2000175,9,78.6,360.3948293,161.7785752
v09bqr1fw34742tvv09bzxwzs09qplyz,1,2,5,4,7,1,2,0,5,0,5,9000022,2000646,6,75.1,571.9267402,107.0192611
v12ykbi3crdkcgwzb3sv12ykbi2oyzm6,1,2,3,1,7,2,1,0,2,0,4,9000024,2000696,7,89.5,243.8631174,64.7356604
v1j1is2qiwjrpl60yv1j1dyn7sb6ofha,1,2,9,4,9,0,2,0,5,0,5,9000006,2000131,4,79.7,174.7262071,69.34413948
v2xi4ttr1ght2f0t6v2xi42a26s4vplo,1,2,6,4,8,1,1,0,0,0,0,9000013,2000386,4,77.9,250.1292055,113.5974039
v3lejs925jhobww8p6v3lscq86patkxo,2,2,6,1,8,0,2,0,2,0,5,9000014,2000416,4,68.5,249.6918473,110.3108459
v4wme9i2cp9ns4v46nniv4wml0e7olz0,1,2,8,2,7,2,2,2,6,0,3,9000014,2000411,2,82.2,288.5948053,110.3108459
v5urjebut1hgb0cuhuv5uuwz7rk202n4,1,8,4,4,4,2,2,9,2,4,2,9000006,2000132,8,62.7,459.6985916,69.34413948
v60jubt98fbk0xn7oyrv60jub8dhjycm,1,2,5,4,7,2,1,0,5,1,0,9000023,2000674,4,99.2,522.3417809,93.94595065
v81ys59tqz8t0cyqv81ysp0jurr5lj5c,1,8,4,2,7,2,1,9,1,3,1,9000028,2000835,3,78,243.8868845,112.8953553
v931uy6fgtgd2r6znfm5v931uy6hcn01,1,2,4,4,5,2,2,0,2,0,3,9000023,2000679,6,81,443.6070744,93.94595065
v96kul29htfv2b6ie00um71v96kul29p,1,3,8,4,8,2,1,5,3,1,1,9000032,2000949,5,81.9,402.637321,75.01260027
v99qb3vby1859juldv99qb30lwdmztux,1,2,4,3,7,2,1,0,2,4,3,9000009,2000248,7,81.9,205.509999,81.460788
v9mh8e7hoavbrdbl3v9mh8ehfnrs1z9d,2,2,4,1,8,0,2,0,2,0,5,9000031,2000910,4,78.2,405.5889264,82.92437534
v9s8c6rw8yh718gwqv9s8c6ratxa3sj1,1,6,3,3,5,2,2,3,3,0,0,9000019,2000575,4,30.6,175.682866,127.4397297
vau467mox4ffusevau4840jjqrwmus84,2,3,7,4,5,2,2,7,2,2,1,9000023,2000670,2,94.7,199.5284734,93.94595065
vbnr79w5qt2a1nvbnr78ssx5pl1xr37x,1,6,2,4,5,2,2,6,8,0,0,9000008,2000209,3,89.2,405.4403459,87.80214462
vbu65bwa4e7n24mdtvbu61ynr8yzmp0z,1,7,6,1,7,0,2,2,2,3,0,9000012,2000346,1,62.8,292.7309746,121.6670744
vbygvwv5lemzqsqt8vqfsbvbygvwvnqq,1,2,8,1,8,0,2,0,5,0,5,9000032,2000934,6,87,374.2086874,75.01260027
vcfm4kxsbqehsfdk6pl4xvcfm4zhpc3a,3,2,3,3,8,2,2,1,2,0,0,9000014,2000428,4,79.8,295.7323768,110.3108459
vd9w24j77i04wptkij2824vd9w24ejtw,2,2,4,3,7,2,2,6,2,0,3,9000022,2000628,2,70.5,171.9783644,107.0192611
vdeh0cfc9q0o2t7rfmbw9vdehpg8ao8v,2,2,3,2,7,2,2,2,5,0,0,9000023,2000669,5,90.2,273.9067414,93.94595065
ve4y76y2iuliwg8akqve4y76r9iqps1o,1,2,3,1,6,2,1,0,2,0,5,9000007,2000187,2,20.8,191.5685459,161.7785752
vfboqa7drdlytg1vfbcyurbq4ch3nw92,1,2,3,3,10,0,2,0,2,0,5,9000007,2000180,3,70.4,204.7044497,161.7785752
vg8p6p7jag2zhuxuvg87o8xmtkyvtprc,2,2,3,3,7,2,1,3,2,4,2,9000023,2000653,3,72.3,258.9498126,93.94595065
vhn49k53nijf9r5wgv8vhn49tnvb74mx,1,7,7,4,7,2,0,8,3,3,1,9000024,2000695,7,96.4,504.5082864,64.7356604
vhowqm6lbdsgfem6vhowqmdm03w4s8k4,1,7,3,3,6,2,2,0,2,1,3,9000032,2000926,5,48.5,246.4931877,75.01260027
vi7yujn1x0xn6oqbvi7yujnp7dzxa9v5,1,6,2,3,8,2,2,0,1,0,1,9000009,2000240,3,75.7,448.5867734,81.460788
vib4gjlervibnleate600o9iy82acsut,1,2,8,2,7,2,1,0,1,1,3,9000022,2000639,2,63.5,350.3166793,107.0192611
vieda59vq501k2viedafbqzjj4kbedxk,1,2,4,1,8,2,2,0,2,1,5,9000012,2000356,4,78.8,233.5163089,121.6670744
vj5oxfdcbebbqq7u917yxvj5oxf1aohr,2,3,5,3,8,0,2,0,0,0,0,9000032,2000947,9,94.1,408.8610641,75.01260027
vjogcqyng3ytq8vjowd1b9mymoubii9i,1,8,4,4,8,2,1,0,1,2,1,9000022,2000626,2,71.8,213.9008596,107.0192611
vjt5pg9s8cc2z6vb99pavjt5pg97njky,1,2,3,3,8,1,1,2,2,0,0,9000033,2000964,3,87.5,271.3382244,372.933205
vk4d6hix962snfvy3cvk4d6k3nlt6twc,1,8,9,2,5,2,2,4,3,3,1,9000025,2000721,2,82.7,530.9984957,102.9492058
vl9erq883fv5dnics5vl9erxts54buso,1,2,3,4,7,2,2,9,8,1,1,9000033,2000972,4,38.4,336.0770795,372.933205
vldaiaeqfmu0xakb2548upd8vldaiaeg,1,8,8,4,6,2,2,1,2,0,1,9000029,2000860,6,70.7,537.7093431,64.10579525
vlzyaylt59pdzb66fspvlzyayd9hi2yn,1,2,5,4,10,0,1,0,2,0,3,9000033,2000981,8,89.8,438.8166811,372.933205
vn3qil4lj5mrjt9vn3qil4l3lfl2hrzn,0,2,1,3,8,2,2,0,2,3,0,9000013,2000374,3,92.4,244.8868506,113.5974039
vnj66fu8edlktoy5hvnj6pkgkodgbbos,3,4,5,1,6,2,1,1,6,0,1,9000031,2000922,3,93.4,205.8874095,82.92437534
vobhia0o1h22q1u602svobhi5ilc2t56,1,3,5,1,6,1,2,1,2,1,2,9000005,2000114,3,86.7,689.917067,89.33622132
vokxsy7i6t7vjgps30vokxsy7xmya3q6,1,4,8,4,3,2,1,6,2,0,1,9000033,2000961,9,68.5,503.0448939,372.933205
vor4qz63iko2romnjbvor4qztkhtzcl2,1,2,7,1,8,2,2,7,2,3,2,9000004,2000078,10,99.6,835.10544,64.46313682
vorimc6sdqo8h5zfebno0vorimjoj5j8,2,7,5,1,8,2,2,0,4,0,2,9000025,2000722,4,83.2,318.9934915,102.9492058
vprtq70mvozvm3ovy91uzcvprtqtg2ux,1,5,10,1,7,2,0,1,4,0,3,9000010,2000296,3,69.2,540.8561438,92.56137265
vpudbbtb6ipm9jmtvzsgkwvpudbbp7t0,1,2,4,1,8,0,2,0,5,0,5,9000025,2000726,3,55.7,313.6281544,102.9492058
vre1sn2it91c72sdlb5vre1sn2k2zvwd,1,2,3,1,6,2,2,0,2,0,5,9000019,2000559,7,91,269.7703135,127.4397297
vrnx7z6zpwjy8b26eirqvrnx7zrp31qw,1,2,8,1,8,0,2,0,4,0,5,9000009,2000269,9,90.7,209.4413019,81.460788
vt4orswu6ohzpzx9k6m8ftvt4orsf2d3,2,2,6,1,7,2,1,6,2,3,1,9000008,2000204,4,85.3,539.0898429,87.80214462
vue6j9g3bqr3qif4ow71qvue6j9is52l,1,2,2,3,9,0,2,0,2,0,0,9000019,2000556,4,82,264.3229675,127.4397297
vv6wx8ush2u3r8uvvisghabtcufdpisg,1,2,6,1,8,0,2,1,5,1,4,9000028,2000807,9,76.9,225.6173672,112.8953553
vv72aknez2d1t2meusvv72mx426vzezh,1,2,5,1,8,1,2,0,5,0,5,9000008,2000223,2,92,748.2757317,87.80214462
vw5welnwuu0lapo2evacbkpolvw5welt,1,3,5,3,4,2,1,1,2,1,1,9000033,2000964,4,87.5,271.3382244,372.933205
vwn956nnrlbnr23bda0dz32vwn956n5v,1,6,2,3,8,2,2,0,2,1,1,9000013,2000387,4,66.5,411.0264496,113.5974039
vwxgqs3fenc9mljrdoe0s2ihvwxgqs3f,1,3,8,1,7,2,2,0,5,0,5,9000032,2000950,9,68.1,571.1373296,75.01260027
vxalfx036jjrb6ovxalnhnx7emc3e932,1,2,7,2,10,2,1,0,4,0,4,9000006,2000127,2,88,734.6394368,69.34413948
vxyz257e276h77tumvxyzxpo7zxb0oui,1,2,9,2,8,1,1,0,4,0,0,9000005,2000125,6,94.9,646.4132979,89.33622132
vykjjnl5uokc0e2jvykjezfx66csutqt,1,8,8,4,5,2,1,3,2,1,1,9000003,2000032,9,96.3,368.6878,71.52628694
vyqkuva2pwy4zl18y4z1vyqxohfu5pbj,2,8,8,1,8,0,2,9,1,4,1,9000019,2000563,3,80.8,387.3530042,127.4397297
vywzfzzhh41leavywzxtmshefkt7fz6r,1,2,6,1,10,0,2,0,5,0,5,9000008,2000236,9,95.3,805.2251128,87.80214462
w0aq3hwdwb8cfjt7aw0aqr03pdenagk0,1,2,4,4,8,1,2,0,2,0,4,9000032,2000950,7,68.1,571.1373296,75.01260027
w1rniwgcwlatgltw1ruzbjaqw5erc5zy,2,2,4,4,5,2,2,7,1,3,2,9000012,2000371,5,29.9,320.0387026,121.6670744
w23t6q03a2an1jviuzow23tggyaudewf,1,2,3,1,8,1,1,0,2,0,5,9000009,2000271,9,88,327.0074148,81.460788
w2oa8mqsfwjdw2ouktd3brthab45tww9,1,2,4,4,8,2,2,0,4,0,3,9000023,2000653,4,72.3,258.9498126,93.94595065
w2q7g9mlwtjp4pxmcw2q7g9xal5l43u4,1,3,2,3,5,2,1,0,2,0,1,9000030,2000878,2,42.2,285.2304662,106.554188
w35eaxjr1rlswhebjw35eaxjrovmqtau,1,2,4,4,6,2,2,8,3,4,2,9000014,2000412,2,77,308.6802522,110.3108459
w3b0gn2swdhsow7fdkamw3b0hbw5m0mw,1,3,4,1,7,2,2,0,5,0,5,9000002,2000016,3,40.1,263.8536723,96.13295825
w3m8xks347958srxjt7w3m8xk9xub1p6,1,2,5,1,4,0,2,0,2,0,5,9000014,2000421,1,76.6,186.3648458,110.3108459
w5cq9t1pi9unhwrrtwuw5cq90lx852fa,1,2,8,1,7,2,0,3,2,0,3,9000027,2000801,10,87.1,408.6119916,59.12433069
w5uq6umkw7rzejhn0o8kw5uq6umk0bk2,2,6,2,3,7,2,1,0,2,0,4,9000013,2000375,3,81.1,225.7725295,113.5974039
w5xc8eeo0xjk11w5t5g9w6p9342xqqvp,3,2,4,1,7,2,2,2,2,1,4,9000025,2000750,5,68.6,302.4887865,102.9492058
w5zd2as4ntku5m7rlvyw5zd2lvccyjwo,1,2,7,4,6,2,2,0,4,0,5,9000019,2000556,2,82,264.3229675,127.4397297
w69cbm9li42fifh8ykw69cbm9ylo43th,1,2,8,4,7,0,2,2,5,1,3,9000008,2000233,5,90.3,485.5868549,87.80214462
w73iza1ta7c7aemoi2w73ia1qgmpb9hm,2,2,3,1,7,2,2,6,1,4,1,9000007,2000166,4,79.9,260.8400465,161.7785752
w80k0r5rassasfhsw80kve6ehxcp7pj8,1,2,4,4,9,0,2,0,5,0,5,9000030,2000877,2,68.7,210.6339336,106.554188
w927nvpzamth9i5jw92s2fscov25borf,1,6,6,4,8,1,2,0,4,1,1,9000009,2000257,7,72.4,368.3446037,81.460788
w9oar25um3ny6mrn49nw9oarwjmk30z0,1,2,3,1,7,2,0,8,2,1,4,9000014,2000421,2,76.6,186.3648458,110.3108459
wa8a0sw08v14f9lf3cw55wa8a0sy1ihf,1,2,5,4,8,0,2,0,2,0,5,9000019,2000573,6,65.5,197.9961132,127.4397297
wa969wrotoize6tmgk9vemewa969z6iz,1,6,4,3,8,0,2,8,0,0,2,9000033,2000977,2,39.8,209.305753,372.933205
wb2n38gjfi05svevdwb2yyc70mzf6i9h,1,2,9,4,6,1,2,0,1,1,3,9000022,2000641,3,65.3,216.8174914,107.0192611
wbrrl93b8232v6wpywbr8pw646ntm544,2,7,6,2,8,2,0,8,3,2,1,9000012,2000356,5,78.8,233.5163089,121.6670744
wbxljasqkyiw9coqbiwbxljasrdem2n2,1,2,7,1,8,1,2,0,4,0,5,9000022,2000640,9,88,238.8750429,107.0192611
wc355t6suibuwa1wuuh52wc355m9ky4p,1,3,11,4,8,2,1,0,4,3,0,9000031,2000905,6,93.2,249.9719801,82.92437534
wclxjfen0r6av3l3qltywclxjh1n7rxh,2,2,4,1,7,0,2,7,5,2,2,9000004,2000080,4,90.1,466.077237,64.46313682
wd3j26o0fk7i31bi42ixf5jhwd3j26o0,1,2,3,1,8,0,2,0,2,1,5,9000028,2000813,3,56.6,198.3131996,112.8953553
weg8t4t9yldz04gqy4weg8t43gids4yd,1,3,7,4,7,2,2,0,4,1,4,9000020,2000582,5,82.7,219.7847208,144.3589814
welu21adlcul2gfzdcdtwelu21ak8lqe,2,3,6,3,6,2,2,5,5,0,5,9000007,2000170,7,90.3,388.9405611,161.7785752
wfyn3ywhskn0fy7wfyn3yrhkf8dyi2gm,1,2,4,1,8,1,2,0,3,0,5,9000019,2000575,3,30.6,175.682866,127.4397297
wg0qexyp1rbbqqhvwg0q0n11fdo5naq4,1,8,8,1,5,2,1,7,2,2,0,9000015,2000452,7,86.5,951.9884099,61.22939836
wgrfvdfupt8qf8be3vlwgrfax8psbw3s,1,2,5,1,8,1,2,2,5,2,5,9000019,2000574,4,65.5,246.2140049,127.4397297
whfh4y20amusxbzq796whfh4yuw0ieet,1,2,5,4,7,1,2,3,2,3,2,9000007,2000170,4,90.3,388.9405611,161.7785752
wigiv6axk4a7sv7wigiv470n8pw2brxh,1,2,4,1,7,2,2,0,5,0,5,9000014,2000432,3,92.8,298.0391837,110.3108459
wjkqgakbonv2pk14hwin5wjkqgak38va,1,2,7,4,7,2,2,1,4,2,5,9000020,2000581,1,74,624.9784193,144.3589814
wjvnkcaj6f69zq13f5cs5wjvnkljm4md,1,8,4,4,2,2,1,9,1,4,1,9000030,2000889,4,57.5,167.3391426,106.554188
wjyqighexm91pe3nkwjyqig693bywg33,1,6,2,4,6,2,2,1,8,0,2,9000007,2000193,6,32.8,240.7753592,161.7785752
wkowmfbwlwugayg6nnwkowmk4vrpv65j,1,4,5,4,8,2,2,0,5,0,1,9000031,2000918,3,73.8,258.6382155,82.92437534
wls5wrbg007tzwlsg52gc1y7jnvcdrj7,1,2,4,2,10,2,2,5,5,3,0,9000030,2000891,6,48.2,272.7341456,106.554188
wnw1kgmk3u9xufwnw149qe01rrsum8yw,2,5,9,4,8,0,1,0,4,0,0,9000003,2000058,9,85.7,248.8260142,71.52628694
woax2mqsfahgvuwoo8rweictxokq8k59,1,3,5,3,6,0,1,0,2,2,3,9000005,2000120,4,82.2,341.1166595,89.33622132
wq8ysvtq46e3n33ogfwq8ysvtjqirtx5,1,2,3,1,7,2,2,0,2,0,5,9000025,2000726,3,55.7,313.6281544,102.9492058
wqcxlmcvwktg5r8lzpwqcxu1fgx7fk9n,1,2,3,1,9,2,1,0,2,1,5,9000006,2000128,9,91.3,410.1128687,69.34413948
wri6ua55gkbrl2ejnx5cn3dwri6up9c8,1,2,4,1,3,2,1,0,2,1,3,9000014,2000423,5,89.4,346.1284687,110.3108459
wtoyspjjxs6wp5ttwtogg30jy6u8wowg,1,2,3,1,8,2,2,1,2,0,4,9000030,2000879,3,82.1,171.6109725,106.554188
wxi8i1niqhwxirpdiq1f8reorpdi3n6q,1,2,4,1,7,2,2,1,5,2,0,9000022,2000622,6,78.3,185.494974,107.0192611
wxv1kbes8a8vb14s8wxwxv1kbijuvrg8,1,2,3,3,10,1,2,0,5,0,5,9000027,2000792,10,86.1,258.4584566,59.12433069
wzztswar60hqr3fwzztvsu8c465yko18,2,7,6,3,2,2,1,7,6,2,1,9000022,2000626,2,71.8,213.9008596,107.0192611
x0lota2k6xruod5u2mgzx0lotaw8mtbf,1,2,5,1,7,2,2,0,6,0,0,9000004,2000091,10,72.5,411.746282,64.46313682
x0syindvz9ux0g1mm5tbdlvbzt4fetbg,1,2,3,4,4,2,2,6,2,2,3,9000031,2000908,6,80.1,521.6443942,82.92437534
x1o72korq5ouqwp0pa93x1o72muua4rd,1,2,9,1,9,1,2,0,4,0,4,9000008,2000232,9,93.9,960.2815972,87.80214462
x2pqxve7qf3nnx2p8lkxv3vcbm91ts8l,1,3,9,1,9,0,2,0,0,0,5,9000007,2000169,10,89.7,429.8387092,161.7785752
x2qt7g8rbwqxokb75lein8x2qt7grdi4,0,6,2,2,10,0,2,2,8,0,0,9000009,2000256,7,74,373.1459577,81.460788
x3i82ywzzgyrpwhof9c4x3i82mo5kww4,0,2,4,1,9,0,2,0,5,0,4,9000029,2000847,9,92.9,452.5629203,64.10579525
x4d98kkgaoqa027x4d9xyrckf5pbctwg,2,2,4,3,9,1,2,0,2,0,4,9000032,2000955,4,93.6,531.0199417,75.01260027
