#,Gender,Age_range,Household_type,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group,fuel-security_score,Work_Schedule,Income,lad_code,msoa_code,imd_decile,crime_rate_per_1000,green_space_pct,park_distance_m
wjvnkcaj6f69zq13f5cs5wjvnkljm4md,Female,30 to 34,Living on my own (NO children or children have left home),2,2,1,9,Living in rented accommodation arranged by the Local Authority,4,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000030,E02000889,4,106.55418799829552,57.49999999999999,167.3391425735846
wjyqighexm91pe3nkwjyqig693bywg33,Female,20 to 24,Living on my own (NO children or children have left home),6,2,2,1,Living in student accommodation/ student halls,0,Student,"£14,901- £24,300 p.a.",E09000007,E02000193,6,161.7785752076001,32.800000000000004,240.77535917062087
wkowmfbwlwugayg6nnwkowmk4vrpv65j,Female,35 to 39,Living on my own (NO children or children have left home),8,2,2,0,Buying the house on a mortgage,0,Self employed,"Less than £14,900 p.a.",E09000031,E02000918,3,82.92437534381423,73.8,258.6382155312499
wls5wrbg007tzwlsg52gc1y7jnvcdrj7,Female,30 to 34,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",10,2,2,5,Buying the house on a mortgage,3,Working full-time,Prefer not to say,E09000030,E02000891,6,106.55418799829552,48.199999999999996,272.7341455527152
wnw1kgmk3u9xufwnw149qe01rrsum8yw,Male,55 to 59,Living on my own (NO children or children have left home),8,0,1,0,Owning the house outright,0,Retired,Prefer not to say,E09000003,E02000058,9,71.52628693518058,85.7,248.82601423487546
woax2mqsfahgvuwoo8rweictxokq8k59,Female,35 to 39,"Living with other adults that are non-family members, such as friends/ flatmates",6,0,1,0,Renting from private landlord,2,Working part-time,"£24,301- £37,900 p.a.",E09000005,E02000120,4,89.33622132404018,82.19999999999999,341.1166594817069
wq8ysvtq46e3n33ogfwq8ysvtjqirtx5,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000025,E02000726,3,102.94920578921285,55.7,313.62815444552035
wqcxlmcvwktg5r8lzpwqcxu1fgx7fk9n,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),9,2,1,0,Renting from private landlord,1,Working full-time,"More than £58,900 p.a.",E09000006,E02000128,9,69.34413947690096,91.3,410.11286870289837
wri6ua55gkbrl2ejnx5cn3dwri6up9c8,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),3,2,1,0,Renting from private landlord,1,Working full-time,"£24,301- £37,900 p.a.",E09000014,E02000423,5,110.31084588034891,89.4,346.12846874157253
wtoyspjjxs6wp5ttwtogg30jy6u8wowg,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),8,2,2,1,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000030,E02000879,3,106.55418799829552,82.1,171.61097252142818
wxi8i1niqhwxirpdiq1f8reorpdi3n6q,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,2,2,1,Buying the house on a mortgage,2,Working full-time,Prefer not to say,E09000022,E02000622,6,107.01926113040733,78.3,185.4949739570549
wxv1kbes8a8vb14s8wxwxv1kbijuvrg8,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",10,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000027,E02000792,10,59.12433069454052,86.1,258.45845656818125
wzztswar60hqr3fwzztvsu8c465yko18,Male,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",2,2,1,7,Temporarily living with friends and/ or family while attempting to find permanent accommodation,2,Unemployed,"Less than £14,900 p.a.",E09000022,E02000626,2,107.01926113040733,71.8,213.90085960139803
x0lota2k6xruod5u2mgzx0lotaw8mtbf,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,0,Working full-time,Prefer not to say,E09000004,E02000091,10,64.46313682120169,72.5,411.7462820428567
x0syindvz9ux0g1mm5tbdlvbzt4fetbg,Female,25 to 29,Living on my own (NO children or children have left home),4,2,2,6,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000031,E02000908,6,82.92437534381423,80.10000000000001,521.6443941925463
x1o72korq5ouqwp0pa93x1o72muua4rd,Female,55 to 59,Living with partner/ spouse (NO children or children have left home),9,1,2,0,Owning the house outright,0,Working full-time,"£37,901- £58,900 p.a.",E09000008,E02000232,9,87.80214462188941,93.89999999999999,960.2815972440912
x2pqxve7qf3nnx2p8lkxv3vcbm91ts8l,Female,55 to 59,Living with partner/ spouse (NO children or children have left home),9,0,2,0,,0,Working part-time,"More than £58,900 p.a.",E09000007,E02000169,10,161.7785752076001,89.7,429.83870921276554
x2qt7g8rbwqxokb75lein8x2qt7grdi4,Prefer not to say,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",10,0,2,2,Living in student accommodation/ student halls,0,Student,Prefer not to say,E09000009,E02000256,7,81.46078799553669,74,373.14595774545404
x3i82ywzzgyrpwhof9c4x3i82mo5kww4,Prefer not to say,30 to 34,Living with partner/ spouse (NO children or children have left home),9,0,2,0,Buying the house on a mortgage,0,Working full-time,"£37,901- £58,900 p.a.",E09000029,E02000847,9,64.10579524758313,92.9,452.56292031944383
x4d98kkgaoqa027x4d9xyrckf5pbctwg,Male,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",9,1,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000032,E02000955,4,75.0126002708299,93.60000000000001,531.0199417391303
x4ea1czbdvzuokhtidtx4ea1ptnqpjcv,Male,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,1,2,9,Living in student accommodation/ student halls,3,Not working- long term sick or disabled,"£24,301- £37,900 p.a.",E09000009,E02000270,1,81.46078799553669,74.4,203.80650107272675
x4h4r6o43gm7cj3kfwx4h4r60mcezu6t,Female,65 to 69,Living on my own (NO children or children have left home),7,2,2,0,Owning the house outright,0,Retired,"£14,901- £24,300 p.a.",E09000028,E02000838,3,112.89535525791995,78.3,317.1053347631576
x4nzq0dgumw0ogovz92x4nzq0mcpkc33,Male,20 to 24,Living on my own (NO children or children have left home),7,2,2,6,Living in student accommodation/ student halls,2,Working part-timeStudent,Prefer not to say,E09000032,E02000957,4,75.0126002708299,88,566.5553780136984
x65c9cvip7gevlm90x65c9cod8u3ajql,Female,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",10,1,2,0,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000022,E02000639,3,107.01926113040733,63.5,350.3166793292681
x6h5v8avscn56p1ami4x6h5v8al39v5i,Female,45 to 49,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000023,E02000660,5,93.94595064593693,81.10000000000001,261.28828226470534
x83k7x7zqhmdiy4cx83kt8jtd4ykuefc,Female,70 to 74,Living on my own (NO children or children have left home),4,2,2,1,Owning the house outright,2,RetiredNot working- long term sick or disabled,"Less than £14,900 p.a.",E09000011,E02000340,8,96.79696038426883,80.9,516.2722582261902
x8soasbj6bdfu54wx8soaklsqon39rcp,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),5,2,2,3,Renting from private landlord,1,Working part-timeStudent,"£14,901- £24,300 p.a.",E09000029,E02000857,8,64.10579524758313,79.10000000000001,622.7682567772507
xaxtdiyuplxpkha79xaxtdiih6jun5ge,Female,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",9,2,2,0,Renting from private landlord,1,Working part-time,"More than £58,900 p.a.",E09000011,E02000340,5,96.79696038426883,80.9,516.2722582261902
xbzwxc1rwkw6s56xbzwhxtvwhzqsnolb,Female,45 to 49,Living on my own (NO children or children have left home),2,2,1,3,Buying the house on a mortgage,3,Working full-time,"£37,901- £58,900 p.a.",E09000001,E02000001,7,633.9355852317361,7.199999999999999,277.90590445674144
xdyerk9m805royl81x99jxdye2rw0g2s,Male,45 to 49,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,1,2,2,Buying the house on a mortgage,3,Working full-time,"£24,301- £37,900 p.a.",E09000026,E02000769,6,78.28836492624754,80.9,434.8639260480762
xdyupuzphi7dmzx3frxdyuwu44w5ts9z,Female,60 to 64,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Owning the house outright,0,Retired,"More than £58,900 p.a.",E09000026,E02000757,9,78.28836492624754,81.6,424.4852206790693
xf2uuougayr07ixuief6pxf2uuouytlk,Female,25 to 29,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,2,1,0,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000007,E02000178,4,161.7785752076001,83.3,313.49911366423294
xfvprdyalndxfvpj9ytlyvzns44j9w15,Male,55 to 59,Living on my own (NO children or children have left home),7,2,2,4,Buying the house on a mortgage,1,Working full-time,"£24,301- £37,900 p.a.",E09000023,E02000666,5,93.94595064593693,90.10000000000001,269.2143678316828
xg0vhakwdhum7lggmxg0vhakriquoagq,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Buying the house on a mortgage,2,Working full-time,"More than £58,900 p.a.",E09000003,E02000024,9,71.52628693518058,87.3,320.5135888501742
xg3ho7sg6wuo977xg3ho7ckof5kbt13b,Female,45 to 49,Living on my own (NO children or children have left home),5,2,0,1,,1,Working full-timeWorking part-time,"£24,301- £37,900 p.a.",E09000030,E02000882,2,106.55418799829552,89.1,156.43089997142783
xg4xt1fn4eob92dm4hmzxg4xtc3ezqa6,Female,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",8,0,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000012,E02000365,3,121.66707436399217,65.7,302.35413115511517
xhdjj74ojhfx0xhd3fgujbs5wb9fob40,Female,65 to 69,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,0,Owning the house outright,0,Retired,"£14,901- £24,300 p.a.",E09000004,E02000089,6,64.46313682120169,97.8,315.60110557142815
xhn88ftpunqb300eexhn88t8hywm7k1m,Non binary/ other,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",7,1,1,7,Renting from private landlord,0,Unemployed,"£14,901- £24,300 p.a.",E09000022,E02000633,2,107.01926113040733,84.89999999999999,238.6198735474858
xicuoq18j26jxarstxicuoq4tbfe1h6o,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,1,2,0,Buying the house on a mortgage,0,Working full-time,"£24,301- £37,900 p.a.",E09000028,E02000808,6,112.89535525791995,28.799999999999997,234.7900967142853
xj99p0t3x4mfgyspxj9153i8yn3erkgv,Female,30 to 34,Living on my own (NO children or children have left home),1,2,0,0,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000017,E02000519,5,77.02625332106763,82,258.8864942341767
xjli3z5qxugxxwklxjlikllm50zm82xi,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,2,7,Renting from private landlord,4,Working full-time,"£24,301- £37,900 p.a.",E09000030,E02006854,7,106.55418799829552,15.9,267.39496618229106
xjrfyflj1m3fqj2v6xjrfh7azkstb77a,Male,40 to 44,Living on my own (NO children or children have left home),10,0,1,9,Buying the house on a mortgage,5,Working full-timeWorking part-timeUnemployed,"Less than £14,900 p.a.",E09000025,E02000730,3,102.94920578921285,92.4,423.65182158904076
xjyspacfcpz1e9g6i6xjyspztg13q62a,Female,25 to 29,Living on my own (NO children or children have left home),1,2,1,9,Renting from private landlord,5,UnemployedNot working- long term sick or disabled,"Less than £14,900 p.a.",E09000006,E02000141,5,69.34413947690096,87.6,296.20505518803367
xk507isl8q02lnj5n32xk507iqm17lwv,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,2,2,1,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000032,E02000959,2,75.0126002708299,87.1,588.6223879411762
xlhnunqcx0c6omzaxlhfzwojevwwl01q,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,1,1,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000030,E02000886,5,106.55418799829552,66.4,175.67778553246723
xniya20k5c5seuzprxdxniya20kb1cit,Male,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,2,Renting from private landlord,3,Working part-timeStudent,"Less than £14,900 p.a.",E09000003,E02000048,7,71.52628693518058,75.6,319.6150423728813
xnsg15xp6vc2f5vz6evro2xnsg1s3udj,Female,60 to 64,Living with partner/ spouse (NO children or children have left home),5,2,1,0,Owning the house outright,1,Retired,"£24,301- £37,900 p.a.",E09000019,E02000571,3,127.43972968296039,78.5,258.806674838862
xof1jxmanx9ssa0xof15467e7vjyodgr,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),8,2,2,0,,0,Working full-time,"More than £58,900 p.a.",E09000025,E02000726,3,102.94920578921285,55.7,313.62815444552035
xpuvpz707jbf59eadp2xpuvpz70m4yyk,Male,60 to 64,Living on my own (NO children or children have left home),7,1,1,0,Owning the house outright,0,Working part-timeRetired,"£14,901- £24,300 p.a.",E09000025,E02000733,3,102.94920578921285,83.5,218.39721093103392
xpva5xf93oyhihgxptkzroaqdbyh6ysd,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,0,2,1,Living in rented accommodation arranged by the Local Authority,2,Not working- long term sick or disabled,"£14,901- £24,300 p.a.",E09000003,E02000045,3,71.52628693518058,69.19999999999999,416.42941747572814
xpxun6m21o80htrrxpxu978pr9ptz3o2,Female,45 to 49,Living with partner/ spouse (NO children or children have left home),8,0,2,0,Living in rented accommodation arranged by the Local Authority,0,Working full-time,Prefer not to say,E09000016,E02000492,5,73.74327004817229,97.8,559.3450234754096
xqhd8h7rqybpy4z40ytgxqhd8hnh2m5h,Male,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,1,0,Renting from private landlord,1,Unemployed,"Less than £14,900 p.a.",E09000028,E02000820,4,112.89535525791995,56.2,255.16153275362302
xqnumgmb5jp10rcs6ixqnumqdw4bwrco,Female,20 to 24,Living on my own (NO children or children have left home),8,0,1,0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,1,Working full-time,"£24,301- £37,900 p.a.",E09000033,E02000974,3,372.93320499747455,39.800000000000004,309.1202121661231
xrf85s12s1avnntxrf8gplnb5ycnlt5n,Prefer not to say,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",4,2,2,5,Living in student accommodation/ student halls,1,Retired,"£24,301- £37,900 p.a.",E09000019,E02000575,3,127.43972968296039,30.599999999999998,175.6828659606295
xrrgphrsu2nko4lx56xxrrgphr0rxmqe,Male,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,1,8,Living in rented accommodation from Housing Association,5,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000012,E02000368,2,121.66707436399217,71.5,148.08162636585334
xsypjps3fk1c9c83pyxsypjph9wxl2dn,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000012,E02000351,3,121.66707436399217,87.6,224.59069157894692
xulydx2d73spz90hxuu53w5kd32fhqtv,Female,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",9,2,2,8,Renting from private landlord,1,Student,Prefer not to say,E09000002,E02000003,3,96.13295824831053,86,465.4614689265536
xurkto3u59b2fdgfxurktej11pgvaat9,Male,35 to 39,Living on my own (NO children or children have left home),5,2,1,9,Living in rented accommodation arranged by the Local Authority,3,Working full-time,"£14,901- £24,300 p.a.",E09000012,E02000362,1,121.66707436399217,81.6,280.39498634899286
xva14joxeqlzxva16qf5exhdki1dkp46,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),6,0,2,0,Renting from private landlord,2,Working full-time,"£37,901- £58,900 p.a.",E09000003,E02000042,8,71.52628693518058,69.3,586.4488114754099
xvdt5xhzpsvgth3hkmjxvdt5ti947y6h,Male,45 to 49,Living with partner/ spouse (NO children or children have left home),5,2,2,7,Renting from private landlord,2,Unemployed,"£14,901- £24,300 p.a.",E09000008,E02000230,5,87.80214462188941,79.9,575.4568208401824
xwf5a15bdy65oe92mczyxwf5arje7hm1,Female,50 to 54,Living on my own (NO children or children have left home),5,1,1,3,Buying the house on a mortgage,0,Working full-time,Prefer not to say,E09000008,E02000216,8,87.80214462188941,65.60000000000001,445.4240358865244
xwm2se7p5s7ee7dttdlmxwm2s0gpvkst,Male,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,0,7,Living in student accommodation/ student halls,3,Student,Prefer not to say,E09000025,E02000744,2,102.94920578921285,89.4,407.03316102521
xwpe15zdftrqsiz4ed8xxwpe1j25sk9d,Female,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,1,1,Renting from private landlord,0,Working full-timeWorking part-time,Prefer not to say,E09000005,E02000117,2,89.33622132404018,86.7,427.6443797512432
xxjoqcdeavvzup4wbzr6pxxjoqcr6g1r,Female,45 to 49,Living on my own (NO children or children have left home),8,1,2,0,Buying the house on a mortgage,1,Working full-time,"£24,301- £37,900 p.a.",E09000013,E02000378,5,113.59740385755717,85.5,234.42398489795912
xy25fk07haei25mvrobxy25fksjpu4r1,Female,35 to 39,"Living with other adults that are non-family members, such as friends/ flatmates",4,2,2,8,Renting from private landlord,3,Working full-time,"£37,901- £58,900 p.a.",E09000007,E02000193,6,161.7785752076001,32.800000000000004,240.77535917062087
xy2xhj7b1fdipo2mixy2xhj7rysoacdb,Female,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,0,1,0,,2,Not working- looking after house/ children,"Less than £14,900 p.a.",E09000025,E02000741,2,102.94920578921285,91.2,428.25108220930167
xy6b9p9zsejx45jml4mpczxy6b9paxhp,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),9,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000032,E02000951,6,75.0126002708299,77,479.50163720430055
xzwxkdd3t44aw28fwcxzwxkdqoan4end,Male,45 to 49,Living on my own (NO children or children have left home),4,2,2,9,Living in rented accommodation arranged by the Local Authority,4,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000016,E02000480,4,73.74327004817229,84.7,358.37711185294074
y0vkomao5prolzdc4dzo7i3y0vkom7dy,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),9,0,2,0,Renting from private landlord,1,Working full-time,"More than £58,900 p.a.",E09000028,E02000813,4,112.89535525791995,56.599999999999994,198.3131995983603
y144gjykng19un1ewszmzqzy144gzmeq,Female,30 to 34,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,0,1,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000012,E02000361,3,121.66707436399217,62.8,178.12344532283433
y1f9aeg9r1yy365o0y1f9l3j9gvw9tky,Male,30 to 34,Living on my own (NO children or children have left home),4,2,0,9,Living in a night shelter/ hostel,4,Unemployed,"£24,301- £37,900 p.a.",E09000031,E02000907,2,82.92437534381423,48.199999999999996,476.5814879461072
y23see0ypndjq3ty23se6xpsklgq5x9w,Male,35 to 39,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,1,4,Renting from private landlord,3,Working full-time,"Less than £14,900 p.a.",E09000021,E02000602,2,73.1006257318934,67,902.9186947058814
y29007gg72z9m4l6dpy2900sxqs4ebyr,Male,35 to 39,Living with partner/ spouse (NO children or children have left home),5,0,1,0,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000018,E02000553,3,85.64933258699376,86,515.1356790666664
y38ob2llo327fyxcw3ryy38o7qh82k1i,Female,55 to 59,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,0,1,2,Living in rented accommodation arranged by the Local Authority,0,Not working- long term sick or disabled,"£24,301- £37,900 p.a.",E09000019,E02000563,1,127.43972968296039,80.80000000000001,387.3530042214282
y47osqyrrunaybp4f5jbv4y47osqygpf,Female,55 to 59,Living with partner/ spouse (NO children or children have left home),8,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000033,E02000973,7,372.93320499747455,87.3,578.6153528143707
y5k49k3p1mva9gijyuoy5k49k3pk00j5,Female,45 to 49,Living on my own (NO children or children have left home),8,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000008,E02000217,3,87.80214462188941,72.8,285.75713658373144
y620xpbsejcb02r7y62099ys4tx1tam2,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),9,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000011,E02006931,6,96.79696038426883,78.3,271.23295034246513
y65ls7nzlfwp32rbe7py65ls7nzfqkws,Non binary/ other,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,1,7,Renting from private landlord,1,Working full-time,"£37,901- £58,900 p.a.",E09000007,E02000181,6,161.7785752076001,90.10000000000001,659.2398353521122
y6mco4cgn6nqf7i1s5y6mcoeao8e4tb8,Non binary/ other,25 to 29,Living on my own (NO children or children have left home),6,2,2,7,Owning the house outright,5,Working part-time,"Less than £14,900 p.a.",E09000008,E02000201,3,87.80214462188941,79.80000000000001,247.290142132075
y7jpkgbz8cr7rpj9y7jflbtdgfh3wv1q,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,2,1,1,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000029,E02000856,6,64.10579524758313,88,525.2892356069358
y8345fn6adtmh76bafy834iqqik34lsu,Male,20 to 24,Living on my own (NO children or children have left home),8,2,2,0,Renting from private landlord,1,Student and working 2 part-time jobs,"Less than £14,900 p.a.",E09000019,E02000568,3,127.43972968296039,61.1,154.7604152190472
y95neipsqxr82jvy95hyldmwakz6d0k2,Male,35 to 39,Living with partner/ spouse (NO children or children have left home),8,1,1,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000007,E02000171,6,161.7785752076001,78.8,290.83921795744635
y989jbzzee1lwf6x2jfmty989ti8m8cy,Female,35 to 39,Living on my own (NO children or children have left home),5,2,2,2,,2,Working full-time,"£24,301- £37,900 p.a.",E09000020,E02000577,1,144.35898136510193,61,284.6964665989005
y9czw7d0k2aq7pmy9czw2m7zg8gtwgrv,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),9,2,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000030,E02000872,3,106.55418799829552,49.3,165.0903548520707
ya20g1qsuhxdszjxu7ya20g1lv814945,Male,25 to 29,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,0,1,7,Living in rented accommodation arranged by the Local Authority,2,Working full-time,"£24,301- £37,900 p.a.",E09000007,E02000178,2,161.7785752076001,83.3,313.49911366423294
ya6s18opbpcus3lya68r3555ari77095,Female,45 to 49,Living on my own (NO children or children have left home),8,1,2,0,Owning the house outright,0,Working part-time,"£24,301- £37,900 p.a.",E09000019,E02000560,3,127.43972968296039,76.1,415.02431719594557
yachdr7tnexqcwzmpyachmb2213rytjb,Female,30 to 34,Living on my own (NO children or children have left home),1,2,1,9,Owning the house outright,2,Working full-time,"£37,901- £58,900 p.a.",E09000008,E02000220,3,87.80214462188941,47,358.4976159353736
yajgaljv18mislyajgc0s2gbni3yldcd,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),6,2,2,4,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000007,E02000178,3,161.7785752076001,83.3,313.49911366423294
yavfmtncs5elxj7cukjvyavfmt35bhcn,Male,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,2,9,Renting from private landlord,1,Working part-time,"£24,301- £37,900 p.a.",E09000032,E02000946,5,75.0126002708299,83,480.1817769599997
yawyg84teyloz8tbyawyg893dgxt3jew,Female,45 to 49,Living with partner/ spouse (NO children or children have left home),5,2,2,3,Renting from private landlord,1,Working full-time,Prefer not to say,E09000005,E02000124,5,89.33622132404018,87.5,347.5585171633658
yax1sw1usl1urf6eabjuyax1sw1re8mk,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),9,2,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000028,E02000831,5,112.89535525791995,79.80000000000001,380.1352282887697
ydaxuqldl2m41r0x8ydaxuqm1h53l1x3,Female,55 to 59,Living with partner/ spouse (NO children or children have left home),8,0,2,0,Owning the house outright,0,Working part-time,"More than £58,900 p.a.",E09000022,E02000633,2,107.01926113040733,84.89999999999999,238.6198735474858
yectotpu2exacs2bfryectrtei35ohdm,Non binary/ other,16 to 19,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,2,0,Living in student accommodation/ student halls,0,Student,"More than £58,900 p.a.",E09000009,E02000256,4,81.46078799553669,74,373.14595774545404
yemnwkcb3hyk4k68pddyemnwkigbxhwi,Male,25 to 29,Living with partner/ spouse (NO children or children have left home),8,2,2,0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,1,Working full-time,"£37,901- £58,900 p.a.",E09000025,E02000719,2,102.94920578921285,86,285.9620553749997
yeuny959xfblwwyeunybypigs4ijc10j,Female,60 to 64,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,1,2,0,Buying the house on a mortgage,0,Retired,"More than £58,900 p.a.",E09000007,E02000166,2,161.7785752076001,79.9,260.8400465097081
yg2ttxt6n6m3hlwsyg23stctenhufxyf,Male,30 to 34,Living with partner/ spouse (NO children or children have left home),9,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000026,E02000764,4,78.28836492624754,86.6,416.2383847633925
yh4o6hl1gpatt1v2imc5yh4o6hl1ge3q,Female,40 to 44,Living with partner/ spouse (NO children or children have left home),9,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000003,E02000025,5,71.52628693518058,84.6,495.20798165137614
yhoy3z0yu1j31xdyhoy3z43ssm4ksx8o,Male,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,1,3,Renting from private landlord,1,Working full-time,"£24,301- £37,900 p.a.",E09000024,E02000692,10,64.73566039577726,79.5,463.3952524836061
yhvgzwmj2cf9v22jfsyhvgzwmza38ts7,Female,65 to 69,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,1,1,0,Owning the house outright,0,Retired,"£24,301- £37,900 p.a.",E09000006,E02000142,9,69.34413947690096,83.89999999999999,519.9973772804873
yii84zzk0xvlwbns98k9gyii84z4r8sc,Female,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",8,1,2,1,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000022,E02000633,2,107.01926113040733,84.89999999999999,238.6198735474858
yj8xy5kekpbpyj2doro0q39h08x1su2d,Male,45 to 49,Living on my own (NO children or children have left home),5,2,2,7,Living in rented accommodation from Housing Association,2,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000032,E02000924,3,75.0126002708299,47.8,315.316681935279
yl9uigp6w0szm857ibyl9uig5nu0gaax,Female,60 to 64,Living on my own (NO children or children have left home),8,2,1,3,Living in rented accommodation arranged by the Local Authority,1,Working full-time,"Less than £14,900 p.a.",E09000013,E02000383,7,113.59740385755717,74.4,195.0558594575158
