#,Gender,Age_range,Household_type,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group,fuel-security_score,Work_Schedule,Income,lad_code,msoa_code,imd_decile,crime_rate_per_1000,green_space_pct,park_distance_m
ymjs695lzqnpjn6euymjs6i5dlwcmdqr,Female,60 to 64,Living on my own (NO children or children have left home),10,0,2,8,Living in rented accommodation from Housing Association,2,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000021,E02000613,9,73.1006257318934,95.19999999999999,960.7470303007508
ymotn5invzsynjciwwymotn5irhux9i3,Male,40 to 44,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,2,9,Renting from private landlord,4,Unemployed,"£24,301- £37,900 p.a.",E09000012,E02000346,1,121.66707436399217,62.8,292.73097460624984
ynz41hifxwqpiu4x9ynz41jbn12qchmj,Female,25 to 29,Living on my own (NO children or children have left home),3,2,1,6,Temporarily living with friends and/ or family while attempting to find permanent accommodation,2,Working full-timeStudent,"£14,901- £24,300 p.a.",E09000009,E02000248,4,81.46078799553669,81.89999999999999,205.5099989620251
yoi3nm2167ldp9il7yoi3nm2yg483kxr,Male,55 to 59,Living on my own (NO children or children have left home),10,0,1,1,Temporarily living with friends and/ or family while attempting to find permanent accommodation,0,Working part-time,"£14,901- £24,300 p.a.",E09000017,E02000520,4,77.02625332106763,82.5,362.45329854526994
yp3savs2jeayz1l1p0llqqfyp3savwf6,Female,30 to 34,Living on my own (NO children or children have left home),3,2,2,3,Living in rented accommodation arranged by the Local Authority,1,Unemployed,"£14,901- £24,300 p.a.",E09000017,E02000509,6,77.02625332106763,75.7,557.9557641971825
ypc8lr585f2qs21su3ypc8liz2bkt5yg,Male,30 to 34,Living with partner/ spouse (NO children or children have left home),8,0,2,8,Renting from private landlord,2,Working full-timeWorking part-time,"£24,301- £37,900 p.a.",E09000005,E02000116,1,89.33622132404018,82.69999999999999,451.5522028759118
ypzco5llv4mwyora9beypzco52llrqgc,Male,35 to 39,Living with partner/ spouse (NO children or children have left home),7,1,2,0,Renting from private landlord,0,Not working- looking after house/ children,"£37,901- £58,900 p.a.",E09000017,E02000515,3,77.02625332106763,84.39999999999999,616.0567504285709
yq6bap2kp2u3ngz7yq6baae69x8bznqg,Female,60 to 64,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,0,2,0,Owning the house outright,0,Working full-time,"£37,901- £58,900 p.a.",E09000003,E02000058,9,71.52628693518058,85.7,248.82601423487546
yqhveza2nmv31yxdgnyqhvkm1tiww4ic,Male,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",9,0,2,1,Living in student accommodation/ student halls,2,Student,"Less than £14,900 p.a.",E09000032,E02000951,6,75.0126002708299,77,479.50163720430055
yr4yed5kdwxm9sek8y01nyr4yes3x1zs,Male,40 to 44,Living on my own (NO children or children have left home),6,0,2,7,Renting from private landlord,1,Working full-time,"£24,301- £37,900 p.a.",E09000032,E02000930,8,75.0126002708299,66.2,230.57676118947313
yrx91uxp6dpx8srofhi1vyrx91uxptzi,Female,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,1,2,0,Renting from private landlord,0,Student,Prefer not to say,E09000021,E02000603,3,73.1006257318934,87.6,1520.2042949275333
yunr75d5exji00cr4vhyunr75d5fbna8,Female,40 to 44,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Owning the house outright,0,Working part-time,"£37,901- £58,900 p.a.",E09000023,E02000685,3,93.94595064593693,78,249.4424464722218
yv43nhpr3smb44pxvayv43nw917nfus5,Female,45 to 49,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000018,E02000531,4,85.64933258699376,79,376.66163131020346
yvmrelfinyuuwbwbtq5e4yvmrelfwsaf,Female,35 to 39,Living on my own (NO children or children have left home),3,2,1,5,Buying the house on a mortgage,1,UnemployedNot working- long term sick or disabled,"Less than £14,900 p.a.",E09000022,E02000631,6,107.01926113040733,91.8,239.2899842222218
yw6961kdno6jush7yw6aen90xx7c9txk,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),7,0,2,0,Renting from private landlord,1,Fixed contract,Prefer not to say,E09000009,E02000252,3,81.46078799553669,65.5,504.3724199413676
ywjxpqry8nf2bbnn0ywjxph5k0qykof9,Male,60 to 64,"Living with other adults that are non-family members, such as friends/ flatmates",5,0,2,6,Temporarily living with friends and/ or family while attempting to find permanent accommodation,0,Working part-time,"Less than £14,900 p.a.",E09000012,E02000364,4,121.66707436399217,82.19999999999999,250.17565115492943
yx6pu07cmiz7y9ot27at6yx6ph2w2d0m,Female,16 to 19,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,2,2,9,Living in rented accommodation arranged by the Local Authority,5,Working part-timeStudent,"Less than £14,900 p.a.",E09000033,E02000961,8,372.93320499747455,68.5,503.0448939032253
yxd08dhyoqfmu9zyxd0ukyjocnvozeqd,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),7,0,2,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000014,E02000430,6,110.31084588034891,83.5,478.9911174496639
yyuur6b9ay9s51qqyyuuvmt7h5vzv7gv,Male,45 to 49,Living on my own (NO children or children have left home),7,2,0,0,Living in rented accommodation from Housing Association,1,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000020,E02000580,2,144.35898136510193,86.5,506.81208763513484
yzp279yilcevqskagbiyzp275cpralav,Female,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,2,2,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000023,E02000654,2,93.94595064593693,51,205.360251623595
z01y6etx2faw3qtoih0fz01y6e5aph41,Female,40 to 44,Living with partner/ spouse (NO children or children have left home),7,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000028,E02000809,8,112.89535525791995,28.799999999999997,249.6176863279566
z0xf3nf0nehcflrh2dkftz0xf3nfsd9l,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),8,2,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000007,E02000175,3,161.7785752076001,78.60000000000001,360.39482929473667
z14cyyzgwnmpnz14cyyl269qzjfmtrla,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Buying the house on a mortgage,1,Working full-time,"£37,901- £58,900 p.a.",E09000023,E02000670,2,93.94595064593693,94.69999999999999,199.5284734117641
z1iefqnqvd9gylzouz1ieuxff3zv11q4,Male,30 to 34,Living with partner/ spouse (NO children or children have left home),10,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000030,E02000868,3,106.55418799829552,72.1,164.29231917808178
z1jxedd3w4b7ah7z1jxecpb1mre9vxap,Female,50 to 54,Living with partner/ spouse (NO children or children have left home),9,1,0,0,Owning the house outright,0,Working full-time,Prefer not to say,E09000027,E02000797,10,59.12433069454052,85.2,302.35663446700454
z1rg3guuzulaymo5jeuz1rg2mh8eu71l,Female,20 to 24,Living with partner/ spouse (NO children or children have left home),7,2,0,1,Renting from private landlord,1,Working full-time,"£24,301- £37,900 p.a.",E09000023,E02000654,3,93.94595064593693,51,205.360251623595
z1xd78v80x0y1intyq23z1xd783ez2dl,Female,30 to 34,Living on my own (NO children or children have left home),1,2,2,7,Renting from private landlord,2,Unemployed,Prefer not to say,E09000014,E02000432,4,110.31084588034891,92.80000000000001,298.0391837454543
z2es6k1pnrzydq4y2z2es6kimt9xn1l1,Female,30 to 34,Living on my own (NO children or children have left home),5,2,2,6,Temporarily living with friends and/ or family while attempting to find permanent accommodation,2,Student,Prefer not to say,E09000013,E02000383,6,113.59740385755717,74.4,195.0558594575158
z2ld88a66axghbv3dz2ldkdldkr2r1t8,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,2,2,3,Renting from private landlord,1,Unemployed,"Less than £14,900 p.a.",E09000019,E02000568,3,127.43972968296039,61.1,154.7604152190472
z2yfs3mgsb7p9jkx6evwz2yfc2b08vzq,Female,45 to 49,Living on my own (NO children or children have left home),8,1,1,0,Renting from private landlord,0,Working full-time,Prefer not to say,E09000014,E02000413,6,110.31084588034891,90.9,431.9664867054792
z3dlza2o2a7p22z3dlxcz20bfn6gly1g,Male,35 to 39,Living on my own (NO children or children have left home),3,2,0,0,Living in rented accommodation arranged by the Local Authority,1,Not working- long term sick or disabled,Prefer not to say,E09000012,E02000356,5,121.66707436399217,78.8,233.5163089057966
z44bnzxo8q4q32qjj4o5z44bnzxdk1tv,Female,50 to 54,Living with partner/ spouse (NO children or children have left home),8,0,2,2,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000027,E02000792,9,59.12433069454052,86.1,258.45845656818125
z4mjmr794ntpwooke7h1ez4mjmr3ykhp,Non binary/ other,35 to 39,Living on my own (NO children or children have left home),8,2,2,3,Buying the house on a mortgage,1,Working full-time,"£24,301- £37,900 p.a.",E09000025,E02000725,3,102.94920578921285,79.5,398.7856089249993
z4sfbqbc84yiur1n5hz4sfbqbycwc5qh,Female,40 to 44,Living on my own (NO children or children have left home),8,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000012,E02000365,4,121.66707436399217,65.7,302.35413115511517
z6akahp112kib4br4kamz6akahp1nq53,Female,45 to 49,Living with partner/ spouse (NO children or children have left home),6,1,2,0,Buying the house on a mortgage,1,self employed,"£37,901- £58,900 p.a.",E09000005,E02000094,5,89.33622132404018,74.5,388.13080431382934
z7l3sti8g6sah3e1z5z7l3st0e31yn3i,Female,40 to 44,Living on my own (NO children or children have left home),3,2,0,6,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000019,E02000568,3,127.43972968296039,61.1,154.7604152190472
z7r0tsgvuopnji6z7rost0uibyr8v2dq,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),8,2,2,2,Renting from private landlord,1,Working full-time,"More than £58,900 p.a.",E09000019,E02000559,2,127.43972968296039,91,269.77031346874946
z86nz2akyt0vz6lrff0bz86n6rspp7z6,Male,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,0,Renting from private landlord,1,Freelance,"£24,301- £37,900 p.a.",E09000013,E02000394,5,113.59740385755717,66,294.2263877234039
z88hz9pu9tk61ucvxuz88wnpvmem1yze,Male,55 to 59,Living on my own (NO children or children have left home),9,2,2,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000021,E02000609,7,73.1006257318934,92.4,625.5495502499994
z9l5tehm9hguy7z9l5tbv44fmju9wwg0,Female,55 to 59,Living with partner/ spouse (NO children or children have left home),7,0,1,0,Owning the house outright,0,Not working- long term sick or disabled,"£24,301- £37,900 p.a.",E09000021,E02000614,5,73.1006257318934,89.8,796.3225579220774
zb0guzns2ifljawedn8fzb0guzn6ponh,Male,30 to 34,Living on my own (NO children or children have left home),8,2,1,6,Living in student accommodation/ student halls,2,Retired,"More than £58,900 p.a.",E09000003,E02000062,2,71.52628693518058,82.19999999999999,572.6834210526316
zbr8lh7dimq0wqg7ntk7edzbr8lh8dey,Female,65 to 69,Living with partner/ spouse (NO children or children have left home),8,1,2,0,Owning the house outright,0,Working part-time,Prefer not to say,E09000032,E02000932,8,75.0126002708299,58.3,372.8135629499995
zbyhpry8u4od1syzd52z0zbyhpz9cj93,Male,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,0,2,8,Living in rented accommodation arranged by the Local Authority,3,Working part-time,"Less than £14,900 p.a.",E09000002,E02000019,3,96.13295824831053,94.5,262.966935483871
zc9xv8lbizsrd4aqzc9xv5sagngg9of8,Female,45 to 49,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,1,4,Owning the house outright,2,Carer,"£37,901- £58,900 p.a.",E09000033,E02000961,6,372.93320499747455,68.5,503.0448939032253
zcxb0lgf8brfszcxbhx5wfm5bet29i3u,Male,45 to 49,Living on my own (NO children or children have left home),8,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000033,E02000966,5,372.93320499747455,83.3,419.5143041788078
zcywp9ivcj7flyka9e2zcywp9iq2g206,Female,60 to 64,Living with partner/ spouse (NO children or children have left home),8,0,2,1,Owning the house outright,1,Working part-timeRetired,"£14,901- £24,300 p.a.",E09000025,E02000733,3,102.94920578921285,83.5,218.39721093103392
zdjz268513bhzd5f8wsizdjz2jac028l,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Renting from private landlord,1,Working full-time,"£24,301- £37,900 p.a.",E09000022,E02000621,4,107.01926113040733,40.1,248.0655072084937
ze4hx4nbj8q82emfze4hx5vtacrspaln,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),3,2,2,8,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000009,E02000249,4,81.46078799553669,84.89999999999999,285.5502165793648
ze51pssy7gketxybg60eze51oi8dfeuo,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),6,2,1,6,Buying the house on a mortgage,2,Working full-time,"More than £58,900 p.a.",E09000022,E02000644,4,107.01926113040733,89.2,340.76712152413756
zf10o9dimnsnjzf10gd1zpva72afmego,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,1,2,1,Buying the house on a mortgage,0,Working full-time,Prefer not to say,E09000029,E02000847,10,64.10579524758313,92.9,452.56292031944383
zfamym6clxmwpcto4zfamytz9g85r9xa,Female,70 to 74,Living on my own (NO children or children have left home),3,2,2,0,Living in rented accommodation from Housing Association,0,Retired,"Less than £14,900 p.a.",E09000020,E02000579,5,144.35898136510193,87.6,344.09269385810757
zfc02z437mfr73lzfc0d0zanpnnesvqv,Female,30 to 34,Living on my own (NO children or children have left home),6,2,1,6,Renting from private landlord,0,Freelance,"£37,901- £58,900 p.a.",E09000028,E02000818,2,112.89535525791995,77.7,166.8381638378371
zfe7zkb13r4lrn4gzfe7r2pmixxw21p1,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),8,0,2,0,Renting from private landlord,1,Working full-time,"£24,301- £37,900 p.a.",E09000007,E02000166,3,161.7785752076001,79.9,260.8400465097081
zffy4d1ze7q7nirqqdle1zffy4bdntak,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),8,1,2,1,Buying the house on a mortgage,1,Working full-time,"More than £58,900 p.a.",E09000030,E02000891,2,106.55418799829552,48.199999999999996,272.7341455527152
zgajvm217rw0zoy05trzgaj4dcgsmmfu,Female,55 to 59,Living on my own (NO children or children have left home),7,2,2,9,Living in rented accommodation arranged by the Local Authority,1,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000021,E02000613,6,73.1006257318934,95.19999999999999,960.7470303007508
zhrpjloperf3rp3rzhrpjloqqpo2pyhf,Female,20 to 24,Living on my own (NO children or children have left home),7,0,2,1,Living in student accommodation/ student halls,0,Student,"£37,901- £58,900 p.a.",E09000007,E02000193,7,161.7785752076001,32.800000000000004,240.77535917062087
zicuyyft22eyjlfxkyzicuyyinv86s9g,Female,45 to 49,Living with partner/ spouse (NO children or children have left home),9,0,1,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000032,E02000923,7,75.0126002708299,48.3,225.3310232049686
