Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group_code,fuel-security_score,Income_Code,Lad_code_code,msoa_code_code,imd_decile,green_space_pct,park_distance_m
8,1,7,2,2,0,2,0,4,09000021,02000604,7,85.6,514.791856005747
10,1,9,0,2,0,4,0,0,09000024,02000692,10,79.5,463.3952524836061
3,4,8,2,2,0,2,1,1,09000009,02000252,3,65.5,504.3724199413676
1,4,8,1,2,5,8,3,2,09000033,02000978,6,70.19999999999999,220.05690784051671
6,1,7,2,1,0,5,0,0,09000015,02000436,10,95.19999999999999,1188.0048936912724
3,3,6,2,1,0,2,0,4,09000028,02000818,3,77.7,166.8381638378371
4,2,7,2,2,0,4,0,5,09000018,02000533,7,86.5,654.3968881818179
3,1,9,0,1,8,2,4,2,09000025,02000735,3,91.7,397.2139039759033
3,1,4,2,2,9,2,3,3,09000031,02000905,4,93.2,249.9719800833331
3,3,7,2,1,7,2,0,2,09000025,02000719,2,86,285.9620553749997
7,1,8,2,2,0,4,0,5,09000010,02000299,3,93.2,351.4316315646252
4,1,7,2,1,0,2,0,2,09000030,02000864,2,63.800000000000004,310.18823002643154
2,3,8,0,2,0,2,0,3,09000019,02000566,6,86.2,126.9061470946743
2,1,6,2,1,1,2,0,3,09000005,02000123,3,86.5,375.4397862321425
2,2,5,2,1,4,2,2,1,09000032,02000934,6,87,374.2086874019133
5,2,7,2,2,0,2,0,5,09000019,02000573,5,65.5,197.9961132326385
8,1,8,0,0,0,4,0,3,09000010,02000301,1,83.6,557.9546813559318
10,1,8,1,2,0,5,0,4,09000003,02000033,8,90.3,263.6342934782609
3,1,5,1,1,0,2,1,5,09000018,02000539,6,82.8,372.63828257209235
3,3,7,1,1,0,2,2,3,09000028,02000827,4,60.8,302.241137922374
8,1,3,2,1,0,3,1,4,09000024,02000698,8,92.80000000000001,428.35875015300525
2,3,8,1,2,9,3,3,2,09000006,02000140,2,92,311.68157919047565
5,4,8,1,1,0,5,0,3,09000005,02000121,4,75.6,660.2063294578306
3,1,10,1,1,1,2,0,0,09000013,02000386,4,77.9,250.12920547794087
5,1,10,0,2,0,5,1,5,09000026,02000764,9,86.6,416.2383847633925
4,3,5,2,2,7,2,0,2,09000018,02000551,5,76.9,287.6973545911943
3,1,7,2,2,0,8,1,4,09000003,02000035,5,71.89999999999999,304.4400930232558
3,4,4,2,1,8,2,1,2,09000014,02000403,4,93.60000000000001,163.49756623076868
7,4,5,2,1,8,1,4,1,09000030,02000887,2,68.2,215.18499394512162
12,2,9,0,2,0,4,0,0,09000023,02000685,3,78,249.4424464722218
9,2,8,2,2,0,5,1,3,09000015,02000449,5,93.89999999999999,674.7629060869558
9,4,5,2,1,2,2,0,2,09000007,02000186,2,57.699999999999996,235.5808183097343
8,2,8,1,2,0,4,0,4,09000022,02000630,2,77.5,258.49169319892405
1,3,6,2,2,8,8,1,0,09000005,02000097,5,96.39999999999999,221.57354105813917
4,1,7,2,1,0,1,0,4,09000005,02000117,2,86.7,427.6443797512432
3,1,9,1,2,0,2,0,5,09000030,02000891,5,48.199999999999996,272.7341455527152
5,3,6,2,1,9,2,0,0,09000031,02000911,3,79.10000000000001,489.41213178452995
6,4,8,0,2,0,5,0,5,09000030,02000869,2,52.5,109.28376700854668
3,3,8,1,2,0,2,0,3,09000024,02000692,8,79.5,463.3952524836061
3,1,5,2,2,0,3,1,5,09000033,02000961,4,68.5,503.0448939032253
4,4,8,1,2,0,2,0,4,09000022,02000646,5,75.1,571.9267401860459
4,3,5,1,2,4,2,3,3,09000013,02000379,8,71.39999999999999,162.40073900826425
4,3,8,0,1,9,2,0,5,09000028,02000812,5,57.699999999999996,136.27038369658104
4,3,1,2,1,9,2,1,1,09000014,02000407,2,90.7,284.57518858490533
6,1,4,1,2,0,5,0,5,09000009,02000252,3,65.5,504.3724199413676
7,4,8,2,2,0,7,0,3,09000028,02006802,2,57.49999999999999,228.91525621491172
4,1,7,1,2,0,2,0,0,09000031,02000910,4,78.2,405.58892635135106
3,4,4,2,1,8,7,4,1,09000033,02000973,4,87.3,578.6153528143707
7,4,5,0,2,2,5,4,4,09000024,02000691,9,85.6,312.9498368512396
11,4,7,1,1,0,4,2,1,09000005,02000104,4,85.9,454.26259602586185
1,4,2,2,0,8,3,5,1,09000014,02006794,2,73.2,400.3883994461532
5,1,10,1,2,0,5,0,5,09000012,02000352,3,75.8,208.14378627049157
3,4,7,2,0,7,0,0,1,09000033,02000975,9,77.60000000000001,413.5411479999996
4,2,5,1,2,5,2,1,3,09000022,02000650,5,88.2,296.2617712187496
2,4,9,1,2,0,2,0,0,09000019,02000555,3,86.5,219.20242182051246
1,2,1,2,1,0,0,1,3,09000026,02000769,7,80.9,434.8639260480762
5,1,5,2,1,1,0,1,1,09000025,02000737,3,93.89999999999999,261.5263798496729
8,2,8,0,2,0,2,1,0,09000026,02000759,7,83.7,295.462351934343
2,2,6,2,2,0,4,2,3,09000015,02000453,7,81.5,971.8237913636326
2,1,8,1,2,4,1,0,0,09000022,02000643,3,88.1,442.0001257727268
5,3,6,2,1,0,2,0,0,09000030,02000894,7,62.3,427.5065193918917
12,2,9,0,2,0,4,0,3,09000021,02000606,7,71.39999999999999,310.67220333421733
7,1,5,0,2,4,1,2,0,09000022,02000632,5,91.5,533.0982935326082
4,1,6,1,1,4,2,1,0,09000030,02000878,7,42.199999999999996,285.23046621755657
4,1,6,2,2,0,5,0,5,09000007,02000170,4,90.3,388.9405611136359
7,3,8,2,1,5,2,0,0,09000028,02000821,2,51,145.28192098888834
12,1,9,2,2,0,4,0,0,09000010,02000289,9,97.5,572.1125942281876
4,1,7,2,1,8,2,5,2,09000009,02000241,4,87.1,415.90098258474535
6,4,4,2,2,0,0,0,3,09000014,02000420,2,77.3,278.9395101461536
5,4,4,2,2,2,2,3,0,09000007,02000171,6,78.8,290.83921795744635
2,4,3,2,1,9,1,5,1,09000029,02000851,2,56.699999999999996,296.86904816728594
13,4,7,2,2,0,4,0,0,09000027,02000798,5,94.3,279.528364515789
2,1,8,2,1,7,2,2,1,09000031,02000914,2,75,182.51171889864852
8,2,6,0,2,1,5,1,0,09000010,02000304,8,95.89999999999999,282.67684097916623
4,4,3,2,0,7,1,2,3,09000033,02000968,1,59.5,212.6461234374995
1,3,7,2,2,0,2,3,1,09000007,02000191,6,41.699999999999996,461.1116670987422
4,1,9,1,2,1,5,1,5,09000003,02000054,4,71.89999999999999,242.34076470588232
2,3,6,2,1,7,2,4,5,09000025,02000721,2,82.69999999999999,530.9984957303369
3,3,9,1,2,0,2,0,5,09000024,02000693,7,77.5,220.87618685526266
2,3,8,0,1,0,2,0,2,09000013,02000383,7,74.4,195.0558594575158
2,2,6,2,0,7,1,4,1,09000026,02000779,4,91,391.63119993999936
7,4,8,2,1,0,4,0,5,09000016,02000466,3,95.1,315.2874365620908
5,1,6,2,1,0,5,0,0,09000026,02006925,8,93.89999999999999,331.80679005851016
5,1,9,0,1,0,2,0,5,09000031,02000914,2,75,182.51171889864852
4,1,7,2,2,0,5,2,5,09000032,02000941,6,93.89999999999999,309.0265187709493
3,4,8,0,2,0,2,0,3,09000007,02000174,4,70.19999999999999,191.33766065333285
4,1,8,2,2,1,2,0,3,09000003,02000060,6,83.39999999999999,366.3997512437811
6,1,9,0,2,0,5,0,5,09000008,02000196,6,86.3,202.81692330303005
10,2,7,2,2,2,4,0,0,09000027,02000806,10,91.4,469.27932149166617
4,1,8,0,2,0,5,0,5,09000029,02000846,7,95.8,335.5428836465513
2,2,5,0,1,0,6,0,1,09000003,02000042,5,69.3,586.4488114754099
10,1,7,2,2,4,2,1,4,09000013,02000378,6,85.5,234.42398489795912
3,2,8,1,1,0,4,0,3,09000005,02000125,6,94.89999999999999,646.4132978749997
4,2,7,2,2,0,2,0,3,09000032,02000944,4,63,457.4045969444443
2,3,8,2,2,5,8,3,1,09000009,02000276,5,90.2,360.39591854838676
2,4,9,0,1,0,2,2,2,09000013,02000384,3,68.89999999999999,334.073055056521
3,4,8,1,1,4,2,0,1,09000025,02000741,3,91.2,428.25108220930167
2,2,7,2,2,9,3,2,0,09000023,02000681,2,93.2,474.1098867938928
6,4,7,2,2,0,2,1,0,09000022,02000649,3,85.7,364.20877941916126
8,4,3,2,2,7,6,0,1,09000019,02000563,2,80.80000000000001,387.3530042214282
3,2,7,2,2,1,2,0,3,09000007,02000172,4,66.10000000000001,286.36142564550215
6,4,2,2,1,6,4,2,0,09000030,02000875,3,78.8,154.3225881197911
6,4,8,2,2,0,5,0,5,09000005,02000099,6,91,823.947128730158
3,3,9,2,2,0,2,0,1,09000019,02000557,3,86,377.24919648795117
2,3,7,1,2,0,8,0,0,09000003,02000033,8,90.3,263.6342934782609
4,1,6,1,2,0,5,0,4,09000032,02000936,5,66.2,408.9015290663499
6,3,5,2,2,3,2,1,2,09000028,02000831,5,79.80000000000001,380.1352282887697
3,1,7,2,1,2,5,0,4,09000021,02000608,5,78.2,388.92704243181794
7,4,5,2,2,0,5,0,4,09000031,02000911,3,79.10000000000001,489.41213178452995
7,1,8,1,1,0,2,0,0,09000009,02000276,5,90.2,360.39591854838676
8,1,7,2,1,0,4,0,3,09000007,02000184,4,43.9,220.19488645771096
9,3,2,2,0,9,6,6,2,09000015,02000455,6,60.699999999999996,581.1251651350204
3,3,7,2,1,0,2,0,0,09000019,02000559,6,91,269.77031346874946
4,3,8,2,2,8,2,3,3,09000007,02000174,7,70.19999999999999,191.33766065333285
3,1,8,1,2,0,2,0,4,09000014,02000430,6,83.5,478.9911174496639
3,2,8,2,2,1,1,0,4,09000012,02000371,2,29.9,320.03870264487585
6,3,4,2,2,7,0,0,3,09000014,02000397,5,80.4,165.89404871945646
2,1,6,2,1,8,2,3,2,09000032,02000949,8,81.89999999999999,402.63732096511586
5,4,8,2,1,0,5,0,5,09000005,02000120,3,82.19999999999999,341.1166594817069
5,1,7,2,1,0,2,0,5,09000033,02000972,4,38.4,336.07707946133525
2,1,8,1,2,0,2,0,2,09000030,02000878,7,42.199999999999996,285.23046621755657
10,4,4,2,2,9,4,4,1,09000022,02000638,2,80.10000000000001,217.20054386826297
5,4,8,1,2,0,5,0,5,09000009,02000258,4,91.2,435.8042976495724
10,4,9,1,2,0,4,0,1,09000012,02000358,5,69.69999999999999,225.55751835135115
4,3,4,2,2,8,2,2,2,09000031,02000905,4,93.2,249.9719800833331
4,3,7,2,2,0,2,0,5,09000003,02000052,6,73.3,782.5918817204301
12,1,8,0,2,4,4,1,1,09000016,02000485,9,90.5,292.90319113422754
8,4,10,0,2,0,6,0,0,09000018,02000531,4,79,376.66163131020346
7,4,7,2,2,4,7,0,2,09000033,02000976,5,51.6,426.6566446511624
10,2,7,0,1,0,4,2,4,09000004,02000086,9,97,234.7493332293578
6,3,5,2,2,1,2,0,3,09000032,02000932,8,58.3,372.8135629499995
8,2,8,0,2,5,3,0,2,09000029,02000858,4,82.39999999999999,304.0914945986838
5,3,2,2,1,8,2,1,0,09000023,02006798,2,55.300000000000004,180.6842102967026
4,1,7,1,2,0,5,0,5,09000019,02000564,2,62.5,228.9779782232553
8,2,8,2,1,0,5,0,5,09000002,02000003,4,86,465.4614689265536
5,4,8,0,2,0,2,1,0,09000012,02000366,3,87,179.27132450819613
5,2,7,2,2,1,3,2,1,09000030,02000891,6,48.199999999999996,272.7341455527152
3,3,6,2,1,0,6,0,5,09000022,02000644,3,89.2,340.76712152413756
7,2,5,2,2,7,1,1,1,09000018,02000528,2,60,283.4253062319996
2,3,8,2,2,6,2,1,2,09000005,02000105,4,81.2,313.024998531645
7,2,5,2,2,6,5,3,3,09000007,02000191,6,41.699999999999996,461.1116670987422
5,1,8,2,2,1,2,0,3,09000005,02000114,4,86.7,689.9170669767441
8,1,4,2,2,5,4,0,5,09000008,02000215,3,74.5,716.0455817901232
2,3,7,0,2,3,2,2,1,09000020,02000584,6,83,249.91830479553894
5,1,10,2,2,0,3,1,3,09000005,02000115,5,83,669.8191651552793
3,2,7,2,2,4,5,2,2,09000003,02000036,9,86.1,400.3954460093897
9,2,4,0,2,3,5,6,2,09000014,02000430,6,83.5,478.9911174496639
5,3,9,2,2,0,2,0,4,09000032,02000945,3,74.2,220.0506887265619
5,2,4,2,2,4,2,0,3,09000006,02000152,2,86.1,464.65734027343706
2,4,6,2,2,3,8,0,1,09000011,02006929,2,75.6,466.4038466332285
5,4,8,1,2,0,5,0,5,09000022,02000648,2,84.5,237.39337037142795
2,4,7,2,2,5,2,0,4,09000030,02000871,2,70.6,258.2009172404366
10,1,10,0,2,0,4,1,0,09000024,02000692,10,79.5,463.3952524836061
7,1,8,1,2,0,5,0,5,09000026,02000764,7,86.6,416.2383847633925
3,1,5,2,2,8,3,4,0,09000006,02000135,4,77.60000000000001,281.0933161004562
6,4,7,0,2,7,3,1,1,09000005,02000103,3,74.2,421.5310455631574
6,1,7,2,1,0,2,0,5,09000027,02000804,10,81.69999999999999,295.7104159732614
6,2,8,0,2,0,4,0,3,09000023,02000678,4,83.1,478.33430705128154
4,4,2,0,2,9,8,5,2,09000013,02000387,7,66.5,411.0264496199996
3,3,8,0,2,0,2,0,5,09000028,02000812,5,57.699999999999996,136.27038369658104
6,3,5,2,2,6,2,2,2,09000019,02000559,2,91,269.77031346874946
6,1,6,2,2,0,4,1,5,09000005,02000122,4,90.10000000000001,470.3931177254893
9,2,8,1,1,0,4,0,0,09000018,02006792,6,82.6,239.2184883930128
9,1,7,2,2,1,4,1,3,09000015,02000456,8,92.4,846.074786355138
9,2,7,2,2,0,4,0,2,09000003,02000034,6,78.60000000000001,415.67039800995025
7,3,8,2,1,0,2,0,1,09000031,02000918,5,73.8,258.6382155312499
8,4,7,0,2,1,1,1,1,09000031,02000897,2,91.3,615.6574547746467
3,3,8,2,2,0,2,0,5,09000009,02000256,7,74,373.14595774545404
4,2,7,1,2,1,3,1,3,09000008,02000208,3,67.80000000000001,879.1669964122095
6,1,9,0,1,0,4,0,5,09000003,02000043,9,96.6,454.2983687943262
2,3,7,1,1,0,2,0,3,09000028,02000813,4,56.599999999999994,198.3131995983603
2,1,7,1,1,0,2,0,1,09000013,02000383,6,74.4,195.0558594575158
11,1,8,2,2,7,2,0,0,09000027,02000790,10,92.2,683.3017210317455
11,4,5,1,2,0,4,0,0,09000008,02000235,9,89.9,256.59437451552765
9,1,9,0,2,0,4,0,5,09000024,02000708,10,92,530.5849747692304
6,3,6,2,1,1,2,0,5,09000030,02000881,1,70.5,176.42235618333314
12,1,7,0,2,0,4,0,3,09000004,02000070,7,94.19999999999999,723.0452415231765
4,4,7,2,1,0,1,3,1,09000022,02000629,4,77.60000000000001,434.6503003819092
2,2,6,1,2,6,3,3,1,09000030,02000864,2,63.800000000000004,310.18823002643154
3,3,8,2,1,0,2,1,5,09000020,02000577,2,61,284.6964665989005
4,1,8,1,2,0,2,2,5,09000025,02000726,3,55.7,313.62815444552035
3,1,7,2,1,0,2,1,5,09000007,02000178,5,83.3,313.49911366423294
2,2,4,2,1,9,3,2,0,09000029,02000858,2,82.39999999999999,304.0914945986838
5,3,6,2,2,4,2,0,5,09000008,02000215,5,74.5,716.0455817901232
3,3,7,2,1,0,2,0,5,09000028,02000809,6,28.799999999999997,249.6176863279566
2,4,7,2,2,5,8,0,3,09000033,02000969,2,35.8,406.4771433032254
11,1,9,0,2,0,4,0,4,09000025,02000720,4,94.69999999999999,594.9427249206346
11,4,5,2,2,0,4,0,2,09000008,02000226,8,96.7,500.03319671612866
6,4,3,2,0,9,3,5,1,09000020,02000581,1,74,624.9784193124992
9,1,7,2,2,0,5,0,5,09000011,02000341,2,90,478.52701029508154
4,1,10,0,2,0,5,0,5,09000022,02000645,7,84.3,449.55035270909025
2,3,4,2,2,7,2,2,1,09000005,02000099,7,91,823.947128730158
6,2,6,2,2,6,5,1,4,09000017,02000517,4,92.9,437.10214270700595
10,1,6,0,2,0,4,0,4,09000027,02000806,10,91.4,469.27932149166617
8,1,8,0,1,0,4,0,1,09000024,02000708,10,92,530.5849747692304
5,1,7,0,2,4,2,1,3,09000014,02000430,6,83.5,478.9911174496639
4,1,7,1,1,4,2,3,2,09000028,02000828,3,78.9,254.21553951265784
3,4,7,1,1,0,2,0,3,09000013,02000373,2,76.4,187.73021809302287
10,1,5,2,2,6,5,2,0,09000019,02000561,5,86.7,253.18484848760272
4,1,6,2,2,0,2,1,4,09000022,02000635,4,86.2,238.46563394088605
4,4,5,2,1,1,1,2,0,09000033,02000964,3,87.5,271.3382244113919
3,3,7,2,2,7,2,0,2,09000005,02000101,2,74.5,174.1819682206566
6,2,10,2,2,9,2,5,1,09000023,02000664,3,56.8,273.10510197021233
3,3,7,1,1,0,2,0,5,09000007,02000176,8,87.6,374.2222557894733
9,2,5,2,2,0,5,0,0,09000017,02000511,7,95,313.64138750657855
3,1,7,0,2,0,2,0,4,09000031,02000908,6,80.10000000000001,521.6443941925463
4,3,7,1,1,0,2,0,2,09000032,02000924,3,47.8,315.316681935279
4,4,10,0,2,3,5,2,5,09000005,02000121,5,75.6,660.2063294578306
4,1,3,2,1,0,2,1,5,09000007,02000186,6,57.699999999999996,235.5808183097343
5,4,7,2,2,0,5,0,4,09000008,02000220,3,47,358.4976159353736
6,4,8,1,2,0,5,0,5,09000012,02000368,2,71.5,148.08162636585334
10,2,8,0,2,0,5,0,0,09000008,02000237,10,90.7,353.8252071626501
5,4,7,2,2,2,2,0,1,09000015,02000455,6,60.699999999999996,581.1251651350204
5,3,7,2,2,0,2,0,3,09000013,02000372,4,85.2,356.1693011234037
2,4,6,2,1,8,1,1,3,09000029,02000851,4,56.699999999999996,296.86904816728594
9,4,4,2,1,8,4,1,0,09000003,02000054,4,71.89999999999999,242.34076470588232
8,1,7,0,2,0,3,3,0,09000020,02000583,5,88.5,359.9588800833328
5,1,6,0,0,0,2,0,0,09000011,02000316,2,50.1,211.61559090490755
9,2,8,1,2,0,4,0,2,09000024,02000705,5,94,611.7131768644061
8,4,4,2,1,7,1,3,2,09000003,02000058,6,85.7,248.82601423487546
5,4,7,2,2,0,6,0,4,09000007,02000183,8,73.5,182.48265371428516
10,2,5,2,1,0,4,0,0,09000006,02000133,9,87.6,603.9535272620684
3,4,8,2,1,2,1,2,4,09000030,02000881,3,70.5,176.42235618333314
3,1,8,1,2,0,2,1,5,09000033,02000977,8,39.800000000000004,209.30575298315725
7,1,4,2,2,0,2,0,1,09000013,02000383,7,74.4,195.0558594575158
4,1,7,2,2,0,5,0,5,09000030,02000875,3,78.8,154.3225881197911
12,1,8,0,2,0,4,0,3,09000024,02000697,8,87.5,414.02554961309477
12,2,8,0,2,0,4,0,5,09000003,02000051,9,73.4,265.4326666666667
10,2,5,2,2,0,3,1,0,09000019,02000576,3,19.8,312.8679600749411
3,1,7,1,2,0,2,2,1,09000024,02000700,3,78.9,321.31118477519334
9,1,8,0,2,0,5,0,1,09000025,02000726,3,55.7,313.62815444552035
3,3,4,2,1,5,2,2,1,09000024,02000696,7,89.5,243.86311741904728
8,1,8,0,1,4,5,2,3,09000009,02000272,9,96.7,331.2468311284399
4,4,7,1,2,0,2,0,5,09000003,02000037,9,84.89999999999999,339.27488687782807
2,3,8,2,1,6,2,2,1,09000030,02000894,5,62.3,427.5065193918917
4,1,5,2,1,8,5,0,4,09000019,02000558,1,68,371.66029113669015
2,3,7,2,1,0,2,4,0,09000025,02000743,2,73.8,275.613695916666
3,1,7,2,2,3,2,1,5,09000028,02000827,3,60.8,302.241137922374
8,2,7,2,2,3,5,1,3,09000011,02000326,7,86.7,620.0175105714283
5,4,9,2,1,3,2,3,4,09000030,02006854,7,15.9,267.39496618229106
6,3,6,2,1,0,2,1,4,09000029,02000840,2,96.39999999999999,317.2234658759687
7,1,9,0,1,0,5,0,5,09000028,02000818,2,77.7,166.8381638378371
2,3,7,2,2,2,2,1,0,09000028,02000812,2,57.699999999999996,136.27038369658104
8,2,10,0,2,2,0,3,1,09000026,02006925,8,93.89999999999999,331.80679005851016
3,3,8,2,1,0,2,0,0,09000028,02000830,5,84.3,209.58981452631517
11,1,6,2,0,0,4,0,0,09000017,02000508,7,78.10000000000001,766.6577967424237
4,1,8,0,1,0,5,0,5,09000023,02000677,3,93.89999999999999,509.82377951923024
4,3,6,2,1,0,2,0,0,09000028,02000829,1,80.9,154.0714733987338
8,4,6,1,1,0,3,1,2,09000031,02000901,6,90.60000000000001,699.9594317215183
3,2,10,0,2,8,6,0,1,09000026,02006925,8,93.89999999999999,331.80679005851016
7,4,7,2,2,0,5,0,2,09000030,02000891,6,48.199999999999996,272.7341455527152
5,2,8,2,2,3,1,1,4,09000030,02000884,7,36.1,231.90224986281552
3,3,8,0,2,0,2,0,3,09000019,02000557,3,86,377.24919648795117
7,1,10,0,2,0,1,0,4,09000006,02000127,3,88,734.639436790123
5,2,5,0,2,5,2,1,0,09000009,02000248,4,81.89999999999999,205.5099989620251
2,1,7,2,1,0,4,0,0,09000013,02000381,5,92.4,258.73356242741875
4,1,8,0,2,0,5,0,5,09000011,02006931,6,78.3,271.23295034246513
2,1,8,0,1,3,2,0,4,09000014,02000429,8,86.3,419.1373611768702
5,4,7,2,1,0,5,0,2,09000019,02000560,3,76.1,415.02431719594557
3,3,8,0,1,1,5,1,2,09000019,02000559,7,91,269.77031346874946
9,3,6,2,2,9,1,2,3,09000019,02000565,3,77.4,318.77599537209244
8,2,7,2,2,0,5,2,5,09000009,02000265,2,82.69999999999999,273.32123683018835
8,2,7,1,2,0,4,1,1,09000005,02000101,2,74.5,174.1819682206566
4,1,7,0,2,1,2,1,4,09000021,02000607,9,95.3,914.4962355660358
7,3,8,1,1,9,2,3,1,09000025,02000728,3,97.8,702.2317473015871
6,3,1,2,1,9,7,2,0,09000026,02000780,3,77.9,520.1480034716151
12,4,4,2,2,9,4,5,2,09000016,02000486,7,91.4,540.5728951456307
5,2,9,2,2,1,5,0,5,09000025,02000726,3,55.7,313.62815444552035
10,4,9,0,2,0,4,0,3,09000029,02000859,10,84.8,600.6322580424238
3,1,8,0,1,0,4,1,0,09000008,02000199,3,97.5,165.4071761199996
10,2,8,2,2,0,1,1,2,09000030,02000889,4,57.49999999999999,167.3391425735846
7,4,9,2,1,0,5,0,2,09000006,02000127,1,88,734.639436790123
10,4,5,2,2,0,4,0,0,09000005,02000125,6,94.89999999999999,646.4132978749997
5,4,9,0,2,0,2,0,5,09000019,02000559,7,91,269.77031346874946
6,4,9,2,2,0,5,0,5,09000030,02000886,4,66.4,175.67778553246723
8,2,8,2,1,0,5,0,4,09000005,02000108,5,86.3,310.0244113749996
3,1,10,1,2,2,2,0,4,09000022,02000619,3,56.99999999999999,129.15278931281992
9,3,8,1,2,3,5,1,1,09000018,02000545,5,72.89999999999999,711.1346502675143
9,2,8,2,2,0,5,0,4,09000022,02000644,7,89.2,340.76712152413756
3,2,4,2,2,6,6,0,3,09000023,02000685,3,78,249.4424464722218
4,1,7,1,2,9,2,2,3,09000019,02000568,3,61.1,154.7604152190472
3,1,7,1,2,1,2,3,3,09000018,02000542,3,76.4,435.26864821428546
3,1,8,2,1,0,5,0,4,09000028,02006802,2,57.49999999999999,228.91525621491172
12,4,7,2,2,0,4,0,2,09000027,02000803,3,91.9,443.93579783756303
3,3,8,1,2,0,2,1,4,09000033,02000965,10,87.7,552.1392022950816
11,1,8,0,2,0,4,0,2,09000020,02000583,5,88.5,359.9588800833328
6,1,5,0,1,0,5,0,5,09000032,02000934,8,87,374.2086874019133
7,4,7,2,2,3,2,2,2,09000005,02000126,2,70.1,166.23307924242394
3,3,8,2,2,1,2,0,3,09000031,02000906,4,95.1,341.0629633644858
7,2,2,2,1,0,4,1,3,09000005,02000094,6,74.5,388.13080431382934
11,4,7,2,2,0,3,1,0,09000030,02000883,2,72.89999999999999,159.1394041233761
8,2,6,2,2,0,5,1,5,09000015,02000444,8,94,365.1317189495797
1,2,5,1,2,8,1,4,1,09000025,02000724,3,97.2,258.0293184310343
10,2,9,0,2,0,4,0,3,09000017,02000500,10,85.1,382.3941329949746
6,3,8,1,2,0,0,0,3,09000009,02000257,5,72.39999999999999,368.34460372312657
1,2,5,1,2,6,2,3,0,09000022,02000642,4,86.1,515.313758297872
10,2,8,0,2,0,5,0,3,09000024,02000709,9,99.1,273.9468180329665
9,1,6,2,1,0,5,0,5,09000031,02000910,3,78.2,405.58892635135106
1,3,2,2,1,8,2,3,4,09000030,02000865,3,66,234.07618595774605
5,2,8,2,2,6,6,4,1,09000013,02000386,2,77.9,250.12920547794087
1,2,10,2,2,0,1,0,0,09000032,02000957,4,88,566.5553780136984
10,1,8,2,1,0,4,0,2,09000006,02000159,8,94.3,381.32127166304275
7,1,6,2,2,6,2,1,2,09000019,02000556,2,82,264.32296750282427
6,4,8,0,2,0,5,0,4,09000014,02000411,2,82.19999999999999,288.5948052689651
3,4,8,2,2,0,2,0,4,09000012,02000371,2,29.9,320.03870264487585
2,3,7,2,2,0,2,1,4,09000022,02000632,4,91.5,533.0982935326082
6,4,1,2,1,9,2,5,1,09000023,02000681,5,93.2,474.1098867938928
8,4,8,1,2,8,5,1,3,09000023,02000660,4,81.10000000000001,261.28828226470534
8,4,8,2,2,0,4,0,2,09000024,02000700,3,78.9,321.31118477519334
5,2,9,2,1,7,5,3,1,09000008,02000202,4,91.9,473.89502514285687
3,3,8,0,2,2,2,0,3,09000022,02000644,4,89.2,340.76712152413756
2,3,8,1,2,8,0,0,1,09000028,02000824,3,61.8,173.10606203980078
2,3,9,2,2,0,2,0,1,09000033,02000964,4,87.5,271.3382244113919
5,1,7,1,2,2,5,1,0,09000007,02000188,2,27,356.45172871165613
11,4,8,0,2,3,4,2,1,09000015,02000453,7,81.5,971.8237913636326
3,4,7,2,2,6,2,0,0,09000013,02000378,5,85.5,234.42398489795912
11,1,9,2,2,0,4,0,3,09000015,02006795,9,92.80000000000001,302.35762876190466
2,1,9,2,1,0,8,0,1,09000028,02000819,3,69.6,203.79246027083283
8,4,4,0,2,0,5,0,5,09000013,02000379,7,71.39999999999999,162.40073900826425
13,1,10,0,1,0,5,0,4,09000003,02000026,9,88.6,384.24070866141733
3,2,5,2,2,2,4,0,0,09000022,02000646,4,75.1,571.9267401860459
2,3,5,2,1,2,2,0,1,09000028,02000839,2,75.9,501.9378699293474
3,1,7,2,2,1,2,1,1,09000003,02000046,7,82.5,236.0967295597484
3,1,10,0,2,2,1,0,5,09000011,02006927,8,79.80000000000001,225.24103474427412
1,2,3,2,0,2,0,1,1,09000019,02000567,3,88.5,210.40775958375613
4,2,4,2,2,2,4,1,0,09000028,02000834,4,93.10000000000001,205.45447377551
4,3,5,2,2,3,2,0,0,09000028,02000817,2,68.2,158.80251787199967
5,1,7,2,2,8,2,3,0,09000031,02000919,6,93.89999999999999,252.70940369512132
8,4,2,2,1,9,3,5,2,09000033,02000982,4,48.8,260.9215406612242
6,1,7,1,2,0,5,0,4,09000021,02000604,8,85.6,514.791856005747
5,4,7,2,2,0,5,1,4,09000028,02000834,6,93.10000000000001,205.45447377551
3,3,4,2,1,3,2,3,2,09000007,02000168,5,85.6,390.6371252747247
2,4,8,2,2,8,6,5,0,09000009,02000241,4,87.1,415.90098258474535
8,4,6,2,2,6,5,3,3,09000026,02000776,6,95.19999999999999,293.0272051029407
5,4,7,2,1,8,2,2,2,09000003,02000060,5,83.39999999999999,366.3997512437811
2,3,9,0,2,0,2,0,3,09000028,02006802,2,57.49999999999999,228.91525621491172
2,3,6,2,1,4,8,1,0,09000028,02000819,4,69.6,203.79246027083283
8,4,10,0,2,2,3,2,1,09000005,02000125,4,94.89999999999999,646.4132978749997
7,2,8,1,2,0,3,0,3,09000012,02000353,3,78.10000000000001,221.62259123287654
5,2,5,2,1,0,6,4,0,09000023,02000658,4,84.7,207.79805383471032
