msoa_code,green_space_pct,park_distance_m
E02000769,80.9,434.8639260480762
E02000770,82.5,360.86543946568554
E02000772,87.1,497.62485034545415
E02000773,86.8,442.04883855084717
E02000774,94.19999999999999,461.3185398513509
E02000776,95.19999999999999,293.0272051029407
E02000777,86.9,387.9169125842693
E02000779,91.0,391.63119993999936
E02000780,77.9,520.1480034716151
E02000781,94.19999999999999,287.79849977956945
E02000782,60.4,304.88642734513206
E02000783,85.0,163.04021961363583
E02000784,90.2,489.3046499297517
E02000785,87.2,404.32472304803446
E02000786,82.89999999999999,240.10912097590324
E02000787,86.8,551.6271620370367
E02000788,87.8,327.54374467582375
E02000789,82.69999999999999,337.7115753111109
E02000790,92.2,683.3017210317455
E02000791,79.80000000000001,190.6410969575471
E02000792,86.1,258.45845656818125
E02000793,93.89999999999999,428.75867477443546
E02000794,96.0,702.4189749917349
E02000795,91.3,334.18728356084614
E02000796,90.2,374.5922098983047
E02000797,85.2,302.35663446700454
E02000798,94.3,279.528364515789
E02000799,89.5,337.96973872661846
E02000800,86.6,511.8450463503645
E02000801,87.1,408.611991578231
E02000802,86.8,324.73983669142797
E02000803,91.9,443.93579783756303
E02000804,81.69999999999999,295.7104159732614
E02000805,82.89999999999999,317.4592346946897
